	Unnamed: 0	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
60	60						241_нападение-оборона	0.1542262825034315	0.02152096305829181	222.0	4.777653798940781	124_сражение-тыл	0.1183127747253015	0.021756290709525332	376	8.180365306781527																																									288_радость-недовольство	-0.17711061440582793	0.042998613032761084	131.0	5.632818307291701					
61	61						250_быт-война	-0.15388584828476842	0.02181449702191596	222.0	4.842818338865341	277_неживая_природа-живая_природа	0.11829674589030872	0.0217742554136854	376	8.187120035545709																																									162_история-одномоментное_происшествие	-0.17709539056743756	0.043016813140388487	131.0	5.635202521390892					
62	62						130_размеренная_жизнь-напряжённая_жизнь	0.15381121537629966	0.021879308509365543	222.0	4.857206489079151	205_отдых-рабочий_процесс	-0.118134207641452	0.02195715152685366	376	8.255888974096976																																									224_власть-отставка	0.17707478832679754	0.04304145337747756	131.0	5.6384303924495605					
63	63						60_восстание-смирение	0.15369733094562002	0.02197852683391893	222.0	4.879232957130003	66_курируемый-куратор	0.11800430512012805	0.02210427995171258	376	8.311209261843931																																									153_прерывание-продолжение	0.17699325762165105	0.043139079606684214	131.0	5.65121942847563					
64	64						191_техническое_взаимодействие-животные_взаимоотношения	-0.15354703387873225	0.022110063460830852	222.0	4.90843408830445	292_экстрим-повседневность	0.1177206783109839	0.022428488378602732	376	8.433111630354626																																									19_быстрое_явление-длительное_явление	-0.17667291732683205	0.043524453106089996	131.0	5.701703356897791					
65	65						160_победа-поражение	-0.15271985056133047	0.02284623197308225	222.0	5.07186349802426	216_старость-смерть	-0.11758651163607442	0.02258328089542907	376	8.49131361668133																																									236_умственный_труд-физический_труд	-0.17665297772864538	0.04354853541128308	131.0	5.704858138878085					
66	66						168_работа-праздность	-0.1526506502370433	0.022908765923575745	222.0	5.085746035033815	186_движение-неподвижность	-0.11677187126059214	0.02354315555437465	376	8.852226488444867																																									296_равенство-иерархия	-0.17663050462676616	0.04357569092048928	131.0	5.708415510584097					
67	67						9_трудности-отсутствие_проблем	0.1521227388120935	0.023390700051644567	222.0	5.192735411465095	10_рутина-отдых	-0.11642522854418436	0.023962173016478915	376	9.009777054196073																																									13_личные_отношения-иерархические_отношения	-0.17650139941826073	0.04373196998815141	131.0	5.7288880684478345					
68	68						108_творчество-власть	-0.15176430382365078	0.02372287766655995	222.0	5.2664788419763084	267_неволя-свобода	-0.11633116746554152	0.0240769780308945	376	9.052943739616332																																									63_мир-война	-0.17643480429365274	0.04381276465421518	131.0	5.7394721697021875					
69	69						54_реальность-когнитивные_процессы	-0.1503360278349395	0.0250872025300942	222.0	5.569358961680913	282_путешествие-домоседство	0.11617849874579066	0.024264327045065984	376	9.12338696894481																																									77_природные_процессы-военные_процессы	-0.17642465322274728	0.043825091090543535	131.0	5.741086932861202					
70	70						164_устранение-дополнение	0.1500841623764026	0.025334659936078013	222.0	5.624294505809318	169_потеря-приобретение	-0.11617367432511208	0.024270267840791587	376	9.125620708137637																																									118_покой-беспокойство	-0.17641944393304942	0.04383141784996306	131.0	5.741915738345162					
71	71						97_активность-пассивность	-0.14973684567282095	0.02567933733718613	222.0	5.70081288885532	136_апатия-взбудораженность	0.11616837059320152	0.024276800309818932	376	9.128076916491915																																									83_речь-текст	-0.17628018729557995	0.04400082984102918	131.0	5.764108709174822					
72	72						146_разум-чувство	-0.1497292443114823	0.02568692576075489	222.0	5.7024975188875855	221_получение_денег-отсутствие_денег	-0.1160228109278968	0.024456675822032363	376	9.19571010908417																																									127_начало-конец	-0.1762596585909195	0.044025850082126915	131.0	5.767386360758625					
73	73						258_конец-начало	-0.14906969528019293	0.026352728845364368	222.0	5.8503058036708895	96_наука-быт	-0.11596995317741116	0.02452227894705316	376	9.220376884091989																																									253_соблюдение_закона-правонарушение	-0.17606034927538206	0.04426938452020242	131.0	5.799289372146517					
74	74						173_отдых-работа	0.1489149739987729	0.02651104457965416	222.0	5.885451896683223	177_изыскание-решение	0.1156535919272104	0.024918106230423436	376	9.36920794263921																																									198_обучение-достижение	0.17584776601651392	0.044530375618199	131.0	5.8334792059840685					
75	75						62_жизнь-смерть	-0.1488723070347987	0.0265548460524929	222.0	5.895175823653424	183_неживая_природа-живая_природа	-0.11561039348695824	0.024972580892807583	376	9.38969041569565																																									231_злость-радость	-0.17571223393362925	0.044697438821567466	131.0	5.855364485625337					
76	76						228_народ-власть	0.14772330923493895	0.027757964554449385	222.0	6.162268131087763	290_статистика-отсутствие_системы	-0.11542757908921827	0.02520425439965946	376	9.476799654271957																																									219_соблюдение_закона-правонарушение	0.17482806458747166	0.04580017685988354	131.0	5.9998231686447445					
77	77						102_фантастика-реальность	0.14766165850373522	0.027823817993639987	222.0	6.176887594588077	78_популярность-безвестность	-0.11539641025295995	0.025243937765646023	376	9.491720599882905																																									111_нежелание-желание	-0.1747376998474909	0.04591414488861406	131.0	6.014752980408442					
78	78						282_путешествие-домоседство	-0.1469455416846944	0.028598606635340588	222.0	6.348890673045611	164_устранение-дополнение	-0.11522265567129925	0.02546614610349445	376	9.575270934913911																																									154_знание-сомнение	-0.17439911540080627	0.04634326920138922	131.0	6.070968265381987					
79	79						7_чужбина-родной_дом	-0.14678323491519146	0.02877675423991625	222.0	6.388439441261407	53_подчинение-неповиновение	-0.11496008661173175	0.02580513354422313	376	9.702730212627896																																									251_недостаток-достоинство	0.17425913184266956	0.046521657798513985	131.0	6.094337171605332					
80	80						230_отступление-наступление	0.14673876840460412	0.028825725889170976	222.0	6.399311147395957	44_упорядоченность-однородная_масса	-0.11495563534494947	0.025810913654394196	376	9.704903534052217																																									92_жизнь-смерть	0.17413655201774142	0.04667833664627898	131.0	6.114862100662546					
81	81						113_скрытность-прозрачность	-0.14662453983807006	0.02895185433422532	222.0	6.427311662198019	299_веселье-грусть	-0.11492266235743127	0.025853764852716732	376	9.72101558462149																																									35_кончина-вечное_искусство	0.17410122745392315	0.046723569105953135	131.0	6.12078755287986					
82	82						256_фильм-жизнь	-0.14645181325806486	0.029143470887893992	222.0	6.4698505371124675	185_беда-счастье	-0.11492246894423087	0.02585401639024849	376	9.721110162733432																																									188_страх-надёжность	-0.17406051554191831	0.046775745178123884	131.0	6.127622618334231					
83	83						1_иерархия-равенство	-0.1459651253013003	0.02968922459490568	222.0	6.5910078600690625	179_работа-искусство	0.11486556187332606	0.025928116714508467	376	9.748971884655184																																									190_погода-животное	0.17402962397471666	0.046815367897087054	131.0	6.132813194518403					
84	84						192_производство-наука	-0.14583869808768446	0.02983241529468032	222.0	6.622796195419031	51_творческая_реализация - эмоциональное_переживание	0.1146428263834676	0.026219908445451683	376	9.85868557548983																																									300_беспокойство-спокойствие	0.17397939099695228	0.04687985825080302	131.0	6.141261430855197					
85	85						181_дополнение-устранение	-0.14531234124173192	0.03043491892961525	222.0	6.756552002374586	103_познание-непостижимость	0.11452641883444233	0.026373528184843884	376	9.9164465975013																																									283_героизм-малодушие	0.17394000830212894	0.046930470385925405	131.0	6.147891620556227					
86	86						292_экстрим-повседневность	-0.14520065228916995	0.030564092213525382	222.0	6.785228471402634	159_реальная_жизнь-выдуманная_жизнь	-0.11433986793070106	0.026621329362640757	376	10.009619840352924																																									61_единство-разрозренность	-0.17387403288015102	0.0470153596091856	131.0	6.1590121088033145					
87	87						50_проблема-взаимовыручка	-0.14417091122388154	0.03177722180779027	222.0	7.054543241329439	154_знание-сомнение	-0.1139226326832094	0.02718281459712001	376	10.220738288517124																																									137_вертикальные_отношения-горизонтальные_отношения	0.17364622280621775	0.047309460206061166	131.0	6.1975392869940125					
88	88						93_учёба-отдых	0.14406851471971915	0.031900065485715834	222.0	7.0818145378289135	231_злость-радость	-0.11379286233249085	0.027359512741548332	376	10.287176790822173																																									2_неживая_природа-живая_природа	0.17362140957327232	0.04734158599002287	131.0	6.201747764692995					
89	89						157_отсутствие_чувств-чувства	0.14338922578164318	0.03272528033810912	222.0	7.265012235060223	20_покой-беспокойство	0.11317491155678172	0.028214531230319875	376	10.608663742600273																																									178_мыслительная_работа-физическая_работа	0.17356305780246248	0.04741720569822388	131.0	6.211653946467327					
90	90						274_единство-разрозренность	0.14193488191845335	0.03455324800724064	222.0	7.670821057607423	198_обучение-достижение	0.11279529792998308	0.02875106906553803	376	10.810401968642301																																									168_работа-праздность	0.1735066269144237	0.047490431529392974	131.0	6.22124653035048					
91	91						119_окончание-процесс	0.14092361432748793	0.03587476402875468	222.0	7.964197614383539	197_проблема-решение_проблем	0.11270351964889982	0.02888209227817261	376	10.859666696592901																																									291_работа-санкция	-0.17344625261958782	0.047568878422253824	131.0	6.231523073315251					
92	92						75_действующее_лицо-зритель	0.1404469799596504	0.03651231913607675	222.0	8.105734848209039	223_бытовые_ситуации-глобальные_происшествия	0.11259702247685847	0.029034769675040324	376	10.917073397815162																																									102_фантастика-реальность	-0.17339752977103778	0.04763226457193775	131.0	6.239826658923845					
93	93						76_мир-война	0.1402660698451526	0.03675680552186715	222.0	8.160010825854508	91_здоровье-болезнь	-0.1124266392202516	0.029280474879267944	376	11.009458554604747																																									158_конец-начало	0.1732407537561509	0.047836699191676484	131.0	6.266607594109619					
94	94						299_веселье-грусть	0.1396983162752918	0.037533093341679744	222.0	8.332346721852904	278_физический_труд-умственный_труд	0.11226725144063493	0.029511934724424725	376	11.0964874563837																																									235_процесс-итог	0.1732313546127707	0.047848978717440725	131.0	6.268216211984735					
95	95						238_дистанция-близость	0.13930410826293496	0.0380802054371464	222.0	8.453805607046501	180_потребление-вывод	0.11196690492698033	0.029952353649159894	376	11.26208497208412																																									119_окончание-процесс	0.17302084785732522	0.0481246822855742	131.0	6.304333379410219					
96	96						167_дополнение-устранение	-0.13807249141794406	0.03983311938570302	222.0	8.84295250362607	2_неживая_природа-живая_природа	0.11187925429214436	0.030081937803095742	376	11.310808613964																																									171_работа-отдых	0.17276556861481665	0.04846079344082658	131.0	6.348363940748283					
97	97						150_безопасность-опасность	-0.137505777694919	0.040662264493798235	222.0	9.027022717623211	286_начало-конец	0.11138924957822584	0.03081524296809577	376	11.586531356004008																																									211_больница-дом	0.17270756248531655	0.048537437751835895	131.0	6.358404345490503					
98	98						147_рассудительность-беспокойство	0.1373438318952913	0.04090185569637537	222.0	9.080211964595332	150_безопасность-опасность	0.11136113322357424	0.03085777959964704	376	11.602525129467287																																									121_несовременность-актуальность	-0.1727067133807919	0.04853856043221669	131.0	6.358551416620388					
99	99						59_увядание-расцвет	0.13726441830643474	0.041019777846612884	222.0	9.106390681948062	111_нежелание-желание	-0.1112348169159962	0.03104950083756128	376	11.674612314923046																																									193_порядок-беспорядок	0.17267767371297746	0.04857696946351259	131.0	6.3635829997201485					
100	100						153_прерывание-продолжение	-0.13713541250795014	0.04121194983356095	222.0	9.149052863050528	54_реальность-когнитивные_процессы	0.1112195441406948	0.031072750512174226	376	11.683354192577507																																									141_микробиология-неопределенная_тема	0.1726297692797841	0.0486403849148693	131.0	6.371890423847878					
101	101						247_радостное_событие_грустное_событие	-0.13681352467477856	0.04169475131798093	222.0	9.256234792591766	220_власть-наука	0.11107057030779276	0.0313003142684828	376	11.768918164949534																																									28_неисправность-отлаженность	0.17252647904014065	0.048777353373022185	131.0	6.389833291865907					
102	102						11_приобретение-постоянное_местонахождение	0.1364142684489083	0.04230019715164509	222.0	9.39064376766521	41_развлечение-когнитивная-способность	0.11071895481172224	0.03184307564293894	376	11.972996441745037																																									271_бюрократия-творчество	-0.17242346802574454	0.048914270133768575	131.0	6.4077693875236825					
103	103						197_проблема-решение_проблем	-0.1360959368029805	0.042788203151217716	222.0	9.498981099570331	18_уменьшение-расширение	0.11067817059939247	0.031906548148304216	376	11.996862103762385																																									59_увядание-расцвет	-0.17231638361393722	0.0490569388751262	131.0	6.426458992641533					
104	104						284_учеба-производство	0.1357453407333412	0.04333113246190102	222.0	9.619511406542026	199_уют-неуют	-0.11051189124118006	0.0321664480949228	376	12.094584483690973																																									93_учёба-отдых	-0.1722171240944421	0.04918949057931344	131.0	6.443823265890059					
105	105						111_нежелание-желание	0.13490460883928793	0.04465667189795455	222.0	9.913781161345913	168_работа-праздность	0.11028802704308097	0.032519207372957895	376	12.227221972232167																																									75_действующее_лицо-зритель	0.17215468418825655	0.04927302526345358	131.0	6.45476630951242					
106	106						296_равенство-иерархия	0.1348788572605013	0.04469780346616654	222.0	9.922912369488973	256_фильм-жизнь	0.11023374772990184	0.03260523470612348	376	12.25956824950243																																									143_неважность-значимость	-0.17211393935900438	0.04932759878036758	131.0	6.461915440228154					
107	107						162_история-одномоментное_происшествие	-0.13283725575741215	0.048061245723212465	222.0	10.669596550553166	104_неподвижность-подвижность	-0.10958368138876984	0.03365070118502005	376	12.652663645567536																																									257_тёплые_чувства-холодные_чувства	0.17187314196688902	0.04965114647269694	131.0	6.504300187923299					
108	108						29_негативные_чувства-духовные_чувства	-0.13269381900810584	0.04830528690352735	222.0	10.723773692583071	37_низ-верх	0.1093557964875412	0.034023893719919034	376	12.792984038689553																																																		
109	109						68_власть-народ	-0.13199959297668193	0.049501088594334025	222.0	10.989241667942151	87_народ-власть	-0.10934443559019133	0.034042590588411616	376	12.800014061242766																																																		
110	110						44_упорядоченность-однородная_масса	0.13187573463486402	0.04971700544949032	222.0	11.037175209786849	131_процесс-завершение	-0.1089571920704729	0.03468513648482885	376	13.041611318295647																																																		
111	111											73_наука-физический_труд	0.10870031996717576	0.03511702728277399	376	13.204002258323019																																																		
112	112											269_власть-беспорядок	0.10859615730751064	0.035293459124563595	376	13.270340630835912																																																		
113	113											253_соблюдение_закона-правонарушение	-0.10809914828111017	0.03614570768015027	376	13.590786087736499																																																		
114	114											296_равенство-иерархия	-0.10781153142002016	0.03664683538397567	376	13.779210104374853																																																		
115	115											75_действующее_лицо-зритель	-0.10771031881119926	0.03682457925612959	376	13.846041800304725																																																		
116	116											7_чужбина-родной_дом	-0.1076266506839553	0.03697206414793763	376	13.90149611962455																																																		
117	117											284_учеба-производство	-0.10748479269967116	0.037223267241577186	376	13.995948482833025																																																		
118	118											49_развитие-откат	0.10676272243440632	0.03852445552524273	376	14.485195277491266																																																		
119	119											126_путешествие-конец_движения	-0.10672852777791103	0.038587018224339374	376	14.508718852351606																																																		
120	120											119_окончание-процесс	0.1066783843839332	0.03867891630675397	376	14.543272531339493																																																		
121	121											95_доброта-злость	-0.10652970131258327	0.038952498200491285	376	14.646139323384727																																																		
122	122											85_направление-дезориентация	0.10636605196787388	0.03925550939961058	376	14.760071534253578																																																		
123	123											288_радость-недовольство	-0.10616015326586953	0.039639578676348784	376	14.904481582307145																																																		
124	124											140_шум-тишина	0.10562079308301517	0.04066075056970262	376	15.288442214208185																																																		
125	125											146_разум-чувство	0.10532434541109348	0.04123141303902342	376	15.503011302672805																																																		
126	126											194_контроль-бесконтрольность	-0.10505916570231667	0.0417475957398449	376	15.697095998181682																																																		
127	127											29_негативные_чувства-духовные_чувства	0.10483389851824958	0.04219035711248368	376	15.863574274293866																																																		
128	128											122_неопределенная_тема-здоровье	-0.10470576599617447	0.042443961711469566	376	15.958929603512562																																																		
129	129											67_неизменность-изменение	-0.10464916432822052	0.04255639807167549	376	16.001205674949986																																																		
130	130											100_труд-отдых	0.1046344968300232	0.04258557521250921	376	16.012176279903464																																																		
131	131											128_неловкость-ловкость	-0.10447679287085604	0.042900351741430136	376	16.130532254777734																																																		
132	132											59_увядание-расцвет	-0.10408588187521786	0.04368906431834721	376	16.42708818369855																																																		
133	133											106_кончина-вечное_искусство	-0.1039022922440934	0.044063668212448434	376	16.567939247880613																																																		
134	134											19_быстрое_явление-длительное_явление	-0.1036927275078622	0.04449456983905594	376	16.72995825948503																																																		
135	135											115_наследство-собственность	-0.10322235304002428	0.04547464814265338	376	17.09846770163767																																																		
136	136											86_доказательство-совпадение	-0.1031796804629982	0.04556445095649337	376	17.132233559641506																																																		
137	137											240_осторожность-риск	-0.10307923552382653	0.04577642115684602	376	17.211934354974105																																																		
138	138											16_воля-неволя	0.1022461921131826	0.047566491429561784	376	17.885000777515227																																																		
139	139											38_личное-общее	-0.10208503001360056	0.047919482831972636	376	18.01772554482171																																																		
140	140											274_единство-разрозренность	-0.10181313990229973	0.04851996933479077	376	18.243508469881327																																																		
141	141											26_ненависть-дружба	0.1017137891870122	0.048740956018095666	376	18.32659946280397																																																		
142	142											15_древняя_работа-современная_работа	0.10170130057254324	0.04876879400911266	376	18.33706654742636																																																		
143	143											130_размеренная_жизнь-напряжённая_жизнь	-0.10156346595460848	0.0490769210198508	376	18.452922303463897																																																		
144	144											4_праздник-быт	0.10155607812910128	0.04909348222614378	376	18.459149317030068																																																		
145	145											81_религия-наука	0.10123496053903897	0.04981785527404005	376	18.731513583039053																																																		
