	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
29	29											130_размеренная_жизнь-напряжённая_жизнь	-0.2196657907176079	0.039746560313662055	88.0	3.4976973076022606						231_злость-радость	-0.12719907467861136	0.0367176944010106	270.0	9.913777488272864						74_тёплые_чувства-холодные_чувства	0.1797118224376971	0.03630337639950797	136.0	4.9372591903330845																										75_действующее_лицо-зритель	0.3298540936880624	0.003852484232671275	75	0.28893631745034565																														
30	30											243_проблема-решение_проблем	0.21825646969504492	0.0410671621540428	88.0	3.613910269555767						57_улица-дом	0.12700207091001411	0.037012375586687095	270.0	9.993341408405517						120_усталость-покой	-0.17946193014273995	0.036568081703352816	136.0	4.973259111655984																										180_потребление-вывод	-0.32843023989652986	0.004017592854391499	75	0.30131946407936244																														
31	31											297_юмор-суровость	0.21720783974845592	0.04207330379287316	88.0	3.7024507337728383						10_рутина-отдых	-0.12620538372060938	0.03822457843598518	270.0	10.320636177716						44_упорядоченность-однородная_масса	0.17879441712573674	0.03728314714734922	136.0	5.070508012039494																										51_творческая_реализация - эмоциональное_переживание	-0.3263600662820162	0.004268870427886388	75	0.3201652820914791																														
32	32											281_домоседство-путешествие	-0.2168364144131552	0.04243455847811817	88.0	3.734241146074399						48_отдаление-приближение	0.12581599609255606	0.03882916050356888	270.0	10.483873335963596						220_власть-наука	-0.17858208386089802	0.03751305932343516	136.0	5.101776067987181																										171_работа-отдых	-0.325957708802228	0.004319297271813544	75	0.3239472953860157																														
33	33											108_творчество-власть	0.21457798823736773	0.04468703480510711	88.0	3.9324590628494263						4_праздник-быт	0.12573108609523875	0.038962063299468164	270.0	10.519757090856402						30_стихийное_собрание-мероприятия	0.17817886458663676	0.03795294509060915	136.0	5.161600532322844																										108_творчество-власть	-0.32556797987148683	0.004368644877780585	75	0.32764836583354384																														
34	34											153_прерывание-продолжение	0.21313303550736434	0.04617949821750065	88.0	4.063795843140057						163_человек-инструмент	-0.12435612878864635	0.04116822728255868	270.0	11.115421366290844						122_неопределенная_тема-здоровье	0.17716903088729646	0.0390736775670358	136.0	5.314020149116869																										172_наука-быт	-0.3242594238066257	0.00453801568145913	75	0.3403511761094347																														
35	35											181_дополнение-устранение	0.21172510896044905	0.04767314755936791	88.0	4.195236985224376						168_работа-праздность	0.12425795344117455	0.04132969948261351	270.0	11.159018860305649						27_труд-фортуна	-0.1769796972557957	0.03928686755128012	136.0	5.343013986974097																										294_испытание-безмятежность	0.3242185455194356	0.0045433992380645655	75	0.3407549428548425																														
36	36											269_власть-беспорядок	0.21116786243679309	0.04827523927737591	88.0	4.248221056409079						115_наследство-собственность	-0.12414554098043905	0.041515242631108944	270.0	11.209115510399412						128_неловкость-ловкость	0.17643699083234946	0.03990337395554964	136.0	5.426858857954751																										181_дополнение-устранение	-0.3221252617606209	0.004826764543443964	75	0.3620073407582973																														
37	37											259_процесс-итог	-0.21013833725757824	0.04940412202592942	88.0	4.3475627382817885						47_журналистика-литература	-0.12372267365381685	0.04221950272302463	270.0	11.399265735216648						59_увядание-расцвет	0.17554200188364713	0.040937788664393945	136.0	5.567539258357576																										203_концепция-хаотичность	0.3210192851910812	0.00498271166378351	75	0.3737033747837633																														
38	38											74_тёплые_чувства-холодные_чувства	-0.20970809161768345	0.049882292528482655	88.0	4.389641742506473						181_дополнение-устранение	0.12351631216482002	0.04256681823664157	270.0	11.493040923893226						236_умственный_труд-физический_труд	0.17407169373341785	0.0426858822087308	136.0	5.805279980387389																										284_учеба-производство	0.3209687756479216	0.004989939038635654	75	0.3742454278976741																														
39	39																					45_наука-быт	0.12342222366931993	0.042725969029314116	270.0	11.536011637914813						240_осторожность-риск	0.172407329599275	0.0447395640226374	136.0	6.084580707078687																										19_быстрое_явление-длительное_явление	0.3174012582960623	0.0055244917491286466	75	0.41433688118464856																														
40	40																					284_учеба-производство	-0.12312225778003592	0.0432367054381825	270.0	11.673910468309277						131_процесс-завершение	0.17105470646842866	0.046468694324054836	136.0	6.31974242807146																										193_порядок-беспорядок	-0.31647567549206823	0.005671193832200221	75	0.42533953741501657																														
41	41																					294_испытание-безмятежность	-0.1231201365058117	0.043240335409447724	270.0	11.674890560550885																																				272_образование-невежество	-0.31600816045476177	0.005746593190091661	75	0.43099448925687456																														
42	42																					161_холодное_отношение-тёплое_отношение	-0.12216502455128453	0.04490096428312216	270.0	12.123260356442985																																				35_кончина-вечное_искусство	-0.31594047419482074	0.005757582450485352	75	0.43181868378640137																														
43	43																					131_процесс-завершение	-0.12203569949677527	0.04512987671570071	270.0	12.185066713239193																																				167_дополнение-устранение	-0.31593403616899823	0.005758628667401235	75	0.4318971500550926																														
44	44																					69_труд-месть	0.1217989202212952	0.0455515247029413	270.0	12.298911669794151																																				209_отрицание-утверждение	-0.3155144176364964	0.005827182197022649	75	0.43703866477669867																														
45	45																					297_юмор-суровость	0.12132570791738892	0.04640409940393463	270.0	12.529106839062349																																				114_церковь-мирская_жизнь	-0.3145153223043958	0.00599331283148326	75	0.4494984623612444																														
46	46																					102_фантастика-реальность	-0.12119569103389895	0.04664067330406139	270.0	12.592981792096575																																				207_фантастика-реальность	-0.3137519530450636	0.00612304871425971	75	0.4592286535694783																														
47	47																					72_недостаток-достоинство	0.12029612409130695	0.048305292123677054	270.0	13.042428873392804																																				267_неволя-свобода	0.3133644208636165	0.0061898533353347785	75	0.4642390001501084																														
48	48																					39_целостность-пустота	-0.12022312990856697	0.048442515244999484	270.0	13.079479116149859																																				184_правонарушение-соблюдение_закона	0.3133060913160325	0.006199963899300421	75	0.4649972924475316																														
49	49																					141_микробиология-неопределенная_тема	0.11951625497603373	0.049788301403628665	270.0	13.442841378979738																																				9_трудности-отсутствие_проблем	0.3131397817903833	0.006228871177102853	75	0.4671653382827139																														
50	50																																																													129_успех-беда	0.31109105114670466	0.006594843234801385	75	0.4946132426101039																														
51	51																																																													233_неопределенная_тема-часть_целого	0.3109886497321713	0.006613622349183017	75	0.4960216761887263																														
52	52																																																													125_разработка-разрушение	-0.3108770015478852	0.006634150838992797	75	0.4975613129244598																														
53	53																																																													163_человек-инструмент	0.3095767368168613	0.006877390706523454	75	0.5158043029892591																														
54	54																																																													59_увядание-расцвет	0.3081939194507927	0.0071446494308385735	75	0.535848707312893																														
55	55																																																													271_бюрократия-творчество	-0.3073682442251747	0.00730854483653117	75	0.5481408627398378																														
56	56																																																													85_направление-дезориентация	-0.3073612021581501	0.007309956765947249	75	0.5482467574460437																														
57	57																																																													260_быт-искусство	0.3065808266843693	0.007467913914631817	75	0.5600935435973863																														
58	58																																																													220_власть-наука	-0.3062497402856993	0.0075358301739787605	75	0.5651872630484069																														
59	59																																																													121_несовременность-актуальность	0.3055839402045646	0.007674050360546769	75	0.5755537770410076																														
60	60																																																													188_страх-надёжность	0.30505382835605355	0.007785687633685356	75	0.5839265725264018																														
61	61																																																													248_спор-согласие	-0.3040289088229987	0.008005573889892242	75	0.6004180417419182																														
62	62																																																													130_размеренная_жизнь-напряжённая_жизнь	0.3034129371414295	0.008140327840581245	75	0.6105245880435933																														
63	63																																																													269_власть-беспорядок	-0.3021789409871567	0.008416277384654629	75	0.6312208038490973																														
64	64																																																													297_юмор-суровость	-0.30187641706148544	0.008485166170733001	75	0.6363874628049749																														
65	65																																																													111_нежелание-желание	0.30034561052361924	0.008841374865313958	75	0.6631031148985469																														
66	66																																																													251_недостаток-достоинство	0.2997174319554501	0.008991291412754591	75	0.6743468559565942																														
67	67																																																													95_доброта-злость	0.29875785813876504	0.00922458746102446	75	0.6918440595768345																														
68	68																																																													2_неживая_природа-живая_природа	-0.2979707696520627	0.009419879851883734	75	0.70649098889128																														
69	69																																																													240_осторожность-риск	0.2954838672839577	0.01006085734130666	75	0.7545643005979996																														
70	70																																																													127_начало-конец	0.2935956449019979	0.010572618097851526	75	0.7929463573388644																														
71	71																																																													63_мир-война	0.2928030418348924	0.010794101264645395	75	0.8095575948484046																														
72	72																																																													126_путешествие-конец_движения	0.2925292580802025	0.010871539694106987	75	0.8153654770580241																														
73	73																																																													44_упорядоченность-однородная_масса	0.2923763117742291	0.010915009970003735	75	0.8186257477502803																														
74	74																																																													53_подчинение-неповиновение	0.291417599961599	0.011190955428566421	75	0.8393216571424814																														
75	75																																																													88_лишение-наделение	0.2887380776491453	0.011994613665177964	75	0.8995960248883472																														
76	76																																																													25_скрытность-прозрачность	-0.2868316917066392	0.012596461605262595	75	0.9447346203946946																														
77	77																																																													116_смерть-жизнь	0.2857738136127306	0.01294159681865953	75	0.9706197613994648																														
78	78																																																													230_отступление-наступление	0.2853165967665244	0.01309328187138867	75	0.98199614035415																														
79	79																																																													205_отдых-рабочий_процесс	0.2847957981098255	0.013267934027890144	75	0.9950950520917607																														
80	80																																																													218_трусость-мужество	-0.2842632578992162	0.013448605585829831	75	1.0086454189372376																														
81	81																																																													103_познание-непостижимость	-0.2840341339966567	0.013526991640910223	75	1.0145243730682667																														
82	82																																																													110_негативные_эмоции-положительные_эмоции	0.2838832554216173	0.013578824601152764	75	1.0184118450864572																														
83	83																																																													137_вертикальные_отношения-горизонтальные_отношения	-0.2834397517446232	0.013732182279611965	75	1.0299136709708971																														
84	84																																																													165_улучшение-ухудшение	-0.28322739533788543	0.013806141065025259	75	1.0354605798768943																														
85	85																																																													256_фильм-жизнь	-0.2823398638151044	0.014118987643217078	75	1.0589240732412808																														
86	86																																																													161_холодное_отношение-тёплое_отношение	-0.28225031770050235	0.014150889382075569	75	1.0613167036556677																														
87	87																																																													79_многообразие-единство	0.2791088230707454	0.015310200814353372	75	1.1482650610765028																														
88	88																																																													4_праздник-быт	-0.27808470976081906	0.015705416458696882	75	1.177906234402266																														
89	89																																																													81_религия-наука	-0.2780526252341595	0.015717938861733692	75	1.1788454146300271																														
90	90																																																													157_отсутствие_чувств-чувства	0.2761566948966125	0.016473341126578347	75	1.235500584493376																														
91	91																																																													187_гармония-конфликт	0.276092130072831	0.016499606395679906	75	1.2374704796759928																														
92	92																																																													36_спокойствие-деятельность	0.2749656009006677	0.016963714135738675	75	1.2722785601804003																														
93	93																																																													179_работа-искусство	-0.2717622408627069	0.01834521868706207	75	1.3758914015296553																														
94	94																																																													1_иерархия-равенство	-0.2706858893903296	0.018830560952296797	75	1.4122920714222595																														
95	95																																																													254_свобода-неволя	-0.2678489502425826	0.02016277852798063	75	1.5122083895985472																														
96	96																																																													162_история-одномоментное_происшествие	0.2677784750611059	0.020196873099040058	75	1.5147654824280046																														
97	97																																																													164_устранение-дополнение	0.26668107702132665	0.020734162856237484	75	1.5550622142178112																														
98	98																																																													206_расслабление-напряжение	0.2641011012880566	0.02204558636173792	75	1.6534189771303438																														
99	99																																																													166_порядочность-мошенничество	-0.2626645124318194	0.022805974640685112	75	1.7104480980513834																														
100	100																																																													62_жизнь-смерть	-0.2623091861546234	0.022997454320912592	75	1.724809074068444																														
101	101																																																													198_обучение-достижение	-0.2596963287980247	0.024447919522484613	75	1.833593964186346																														
102	102																																																													217_завоевание-бегство	-0.259274188236443	0.024689395309148657	75	1.8517046481861488																														
103	103																																																													57_улица-дом	-0.2589368217192809	0.02488382977223027	75	1.8662872329172704																														
104	104																																																													64_человеческое_взаимодействие-механическое_взаимодействие	-0.2587044938491062	0.025018480989582974	75	1.8763860742187235																														
105	105																																																													249_порыв-покой	-0.2586430207717161	0.025054212369650476	75	1.8790659277237856																														
106	106																																																													52_близость-расстояние	-0.25772813224626395	0.02559112802383936	75	1.9193346017879518																														
107	107																																																													83_речь-текст	0.2565735856633232	0.02628257295002753	75	1.9711929712520644																														
108	108																																																													38_личное-общее	0.25553225419694225	0.02691971060434671	75	2.018978295326004																														
109	109																																																													276_начало-конец	-0.25505644613175305	0.027215151168950742	75	2.041136337671305																														
110	110																																																													236_умственный_труд-физический_труд	0.25421791163639834	0.027742487298149127	75	2.0806865473611844																														
111	111																																																													177_изыскание-решение	-0.2521990583141928	0.029047593197014783	75	2.178569489776109																														
112	112																																																													299_веселье-грусть	0.2508224174274871	0.029966898760714	75	2.2475174070535497																														
113	113																																																													32_разруха-реализация	0.25077946046916394	0.029995974467220056	75	2.249698085041504																														
114	114																																																													282_путешествие-домоседство	-0.24918085540764426	0.03109500934716384	75	2.3321257010372882																														
115	115																																																													74_тёплые_чувства-холодные_чувства	0.24858459066931116	0.03151351286708687	75	2.3635134650315157																														
116	116																																																													234_холодное_отношение-тёплое_отношение	-0.24834984060114898	0.03167957106387241	75	2.3759678297904308																														
117	117																																																													244_смерть-жизнь	0.24673561914347966	0.03284145569702278	75	2.463109177276709																														
118	118																																																													289_недовольство-радость	0.24535127976089965	0.03386613572037585	75	2.5399601790281885																														
119	119																																																													18_уменьшение-расширение	0.24502464113875524	0.03411177608493419	75	2.558383206370064																														
120	120																																																													247_радостное_событие_грустное_событие	-0.24455990737777536	0.0344638362604083	75	2.584787719530622																														
121	121																																																													221_получение_денег-отсутствие_денег	-0.2444950905537103	0.03451317909589196	75	2.588488432191897																														
122	122																																																													235_процесс-итог	0.2444235148296086	0.034567735900239094	75	2.5925801925179317																														
123	123																																																													183_неживая_природа-живая_природа	0.2438864971396552	0.03497936957857409	75	2.6234527183930565																														
124	124																																																													58_формирование-перестройка	0.2429979536085284	0.03566945085673474	75	2.675208814255105																														
125	125																																																													131_процесс-завершение	0.2428397530381057	0.03579350098946932	75	2.6845125742101987																														
126	126																																																													87_народ-власть	0.24234345360520035	0.036185005650851455	75	2.7138754238138585																														
127	127																																																													283_героизм-малодушие	0.2421973760649649	0.03630091714505513	75	2.7225687858791345																														
128	128																																																													139_свобода-неволя	-0.2400980166389985	0.038001259107374126	75	2.8500944330530595																														
129	129																																																													90_отдых-напряжение	0.24004559771938785	0.03804454941586638	75	2.8533412061899783																														
130	130																																																													202_отставание-лидерство	0.2399126533517725	0.03815452607186965	75	2.861589455390224																														
131	131																																																													113_скрытность-прозрачность	-0.2356289809148417	0.04184239185547362	75	3.1381793891605216																														
132	132																																																													20_покой-беспокойство	-0.23548634827025725	0.041970096991230936	75	3.1477572743423203																														
133	133																																																													176_животное-человек	-0.23474879283851066	0.042635626157862025	75	3.197671961839652																														
134	134																																																													48_отдаление-приближение	-0.234705645346152	0.04267482908981221	75	3.200612181735916																														
135	135																																																													123_отдых-работа	-0.2344281444312469	0.04292767463294322	75	3.219575597470741																														
136	136																																																													226_человек-транспорт	-0.23402460247540846	0.04329757448785173	75	3.2473180865888795																														
137	137																																																													128_неловкость-ловкость	0.23287766440000954	0.04436331927002518	75	3.3272489452518887																														
138	138																																																													92_жизнь-смерть	-0.2301066789883895	0.047027827314372425	75	3.527087048577932																														
