	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
33	33																																														48_отдаление-приближение	0.22236999479418665	0.02541497109709058	101	2.5669120808061487						123_отдых-работа	-0.28095272334360444	0.016820552558530176	72.0	1.2110797842141727											161_холодное_отношение-тёплое_отношение	-0.19524433204900266	0.03489602727018875	117.0	4.0828351906120846																														
34	34																																														85_направление-дезориентация	0.22225876936944572	0.0254903472756342	101	2.5745250748390545						252_современность-древность	0.2765239402838467	0.018704531384062046	72.0	1.3467262596524674											46_идея-реализация	-0.19258416779170973	0.03750113652487208	117.0	4.3876329734100326																														
35	35																																														44_упорядоченность-однородная_масса	-0.2216270059406763	0.025922108876533383	101	2.618132996529872						300_беспокойство-спокойствие	-0.2747984637327624	0.01948595392457084	72.0	1.4029886825691005											96_наука-быт	0.19117504343401864	0.038946029281933414	117.0	4.556685425986209																														
36	36																																														51_творческая_реализация - эмоциональное_переживание	0.2211225196853236	0.02627134320121049	101	2.65340566332226						11_приобретение-постоянное_местонахождение	0.27290430575084	0.020375729469854564	72.0	1.4670525218295285											104_неподвижность-подвижность	0.19108022896614574	0.039044903580793364	117.0	4.568253718952823																														
37	37																																														50_проблема-взаимовыручка	0.22048795468530205	0.02671630402922583	101	2.698346706951809						60_восстание-смирение	0.2680032208938973	0.02284041662642981	72.0	1.644509997102946											134_физическое-абстрактное	-0.18794948292906105	0.04242984674105872	117.0	4.9642920687038705																														
38	38																																														41_развлечение-когнитивная-способность	0.22036790188078173	0.02680120277012409	101	2.706921479782533						140_шум-тишина	-0.2669806056184019	0.023385439999316863	72.0	1.6837516799508143											286_начало-конец	-0.18729493609186995	0.043167652915556985	117.0	5.050615391120168																														
39	39																																														279_соблюдение_закона-правонарушение	-0.2190778974981114	0.02772803423392582	101	2.800531457626508						282_путешествие-домоседство	-0.2662568100717564	0.023777842231667592	72.0	1.7120046406800666											19_быстрое_явление-длительное_явление	0.18598813114869714	0.04467271128149963	117.0	5.226707219935457																														
40	40																																														134_физическое-абстрактное	0.21822231813597628	0.028357640251261033	101	2.8641216653773633						10_рутина-отдых	0.2659012211880629	0.023972661037546063	72.0	1.726031594703317											209_отрицание-утверждение	-0.18550037515839826	0.04524554572204986	117.0	5.293728849479834																														
41	41																																														202_отставание-лидерство	-0.2181053912876391	0.028444619531487945	101	2.8729065726802823						1_иерархия-равенство	-0.2653661222355085	0.024268380626863414	72.0	1.7473234051341662											73_наука-физический_труд	-0.18523050937676214	0.045565100860126585	117.0	5.331116800634812																														
42	42																																														268_отдых-работа	-0.21784111882494556	0.028642040021367606	101	2.892846042158128						28_неисправность-отлаженность	-0.26385489725445144	0.025120307255211426	72.0	1.8086621223752224											125_разработка-разрушение	-0.184062577606898	0.046969795059989376	117.0	5.495466022018757																														
43	43																																														19_быстрое_явление-длительное_явление	-0.21745846400050975	0.028929954721695836	101	2.9219254268912795						124_сражение-тыл	-0.2596654588950434	0.02761552779335864	72.0	1.9883180011218216											135_запрет-толчок	0.18384709159900536	0.04723285302840916	117.0	5.526243804323872																														
44	44																																														173_отдых-работа	-0.2169254307264137	0.029335102491478537	101	2.9628453516393325						129_успех-беда	0.2553693147236911	0.03038831386591653	72.0	2.1879585983459906											116_смерть-жизнь	-0.18372090211381814	0.04738746775357873	117.0	5.544333727168712																														
45	45																																														281_домоседство-путешествие	-0.21629033702469905	0.02982409018491334	101	3.012233108676247						97_активность-пассивность	-0.2510766735520486	0.03338888487579325	72.0	2.4039997110571143											118_покой-беспокойство	0.18348459664996367	0.047678132699510864	117.0	5.578341525842771																														
46	46																																														219_соблюдение_закона-правонарушение	0.21618091697111927	0.029909030736665013	101	3.0208121044031664						245_любовь-ненависть	-0.2494834467574227	0.034563900155911736	72.0	2.4886008112256457											153_прерывание-продолжение	-0.18341540083784574	0.04776352566872755	117.0	5.588332503241123																														
47	47																																														110_негативные_эмоции-положительные_эмоции	-0.2158445190584609	0.030171453230695793	101	3.0473167763002746						235_процесс-итог	-0.24748449042096202	0.036086831669774236	72.0	2.5982518802237453											173_отдых-работа	0.18283977392067452	0.04847882242535282	117.0	5.67202222376628																														
48	48																																														29_негативные_чувства-духовные_чувства	0.21579225544064007	0.03021239819692768	101	3.0514522178896955						144_физический_труд-искусство	-0.2441334399080705	0.03876527559565025	72.0	2.7910998428868186											251_недостаток-достоинство	-0.181876308105432	0.049695918473427206	117.0	5.814422461390983																														
49	49																																														153_прерывание-продолжение	0.21551965924729544	0.030426721591829776	101	3.073098880774808						254_свобода-неволя	-0.24177083618052064	0.04075134832755027	72.0	2.93409707958362											163_человек-инструмент	0.18177864233833946	0.049820693968723434	117.0	5.829021194340642																														
50	50																																														78_популярность-безвестность	-0.21446744865310655	0.031266104324929364	101	3.157876536817865						25_скрытность-прозрачность	-0.2378686461062356	0.044216013366014766	72.0	3.183552962353064																																													
51	51																																														270_древность-современность	0.21388557031769928	0.03173863151284522	101	3.2056017827973675						38_личное-общее	0.2375039725754404	0.04455186638594761	72.0	3.2077343797882283																																													
52	52																																														222_религия-повседневность	0.21371057344734345	0.03188191562158398	101	3.2200734777799824																																																							
53	53																																														229_закрытие-открытие	0.2134005929479819	0.03213706218689303	101	3.245843280876196																																																							
54	54																																														300_беспокойство-спокойствие	0.21287209018553893	0.032576048952638874	101	3.290180944216526																																																							
55	55																																														54_реальность-когнитивные_процессы	0.2126936667059669	0.032725388977321135	101	3.3052642867094355																																																							
56	56																																														81_религия-наука	0.21240067707944787	0.032971872839420366	101	3.3301591567814572																																																							
57	57																																														216_старость-смерть	-0.21233436271909026	0.03302787789328821	101	3.3358156672221093																																																							
58	58																																														155_поражение-победа	-0.2122612893319453	0.033089684046334555	101	3.34205808867979																																																							
59	59																																														163_человек-инструмент	-0.21182235332181254	0.033462995149868766	101	3.379762510136746																																																							
60	60																																														4_праздник-быт	0.21177263369824176	0.033505504072922195	101	3.3840559113651416																																																							
61	61																																														282_путешествие-домоседство	0.21122957335094514	0.033972775016602536	101	3.431250276676857																																																							
62	62																																														7_чужбина-родной_дом	0.21096519466238026	0.03420223516845175	101	3.4544257520136266																																																							
63	63																																														106_кончина-вечное_искусство	-0.2106112771106752	0.034511448631557355	101	3.485656311787293																																																							
64	64																																														63_мир-война	-0.21046725836781052	0.03463794752875593	101	3.4984327004043485																																																							
65	65																																														111_нежелание-желание	-0.2093477816681784	0.03563460026978103	101	3.5990946272478843																																																							
66	66																																														256_фильм-жизнь	0.20819729242211152	0.03668385173643197	101	3.705069025379629																																																							
67	67																																														26_ненависть-дружба	0.20781541195436615	0.037037807300740314	101	3.7408185373747713																																																							
68	68																																														18_уменьшение-расширение	-0.2077920330241765	0.0370595693568846	101	3.743016505045345																																																							
69	69																																														25_скрытность-прозрачность	0.20778118785595984	0.03706966811885202	101	3.7440364800040538																																																							
70	70																																														199_уют-неуют	-0.20767556150527536	0.03716814558441295	101	3.753982704025708																																																							
71	71																																														113_скрытность-прозрачность	0.20750160255169792	0.03733080885366456	101	3.77041169422012																																																							
72	72																																														189_наука-религия	-0.20690887627513813	0.03788953446755885	101	3.826842981223444																																																							
73	73																																														80_сон-бодрствование	0.2067441635021659	0.03804603664398848	101	3.842649701042837																																																							
74	74																																														257_тёплые_чувства-холодные_чувства	0.2054433948734989	0.03930108279019068	101	3.9694093618092574																																																							
75	75																																														172_наука-быт	0.2047974091192889	0.039937113536126265	101	4.033648467148752																																																							
76	76																																														124_сражение-тыл	0.20455916195118906	0.04017384952147523	101	4.057558801668998																																																							
77	77																																														295_прощение-мстительность	-0.20433259286592045	0.04040006764437127	101	4.080406832081498																																																							
78	78																																														150_безопасность-опасность	0.20375229178770754	0.04098432482459815	101	4.139416807284413																																																							
79	79																																														181_дополнение-устранение	0.20337671937303595	0.04136620262156633	101	4.177986464778201																																																							
80	80																																														112_профессиональный-любительский	-0.20281992781866287	0.041937799273463534	101	4.235717726619816																																																							
81	81																																														117_живая_природа-неживая_природа	0.2027809423893449	0.04197806669637223	101	4.239784736333595																																																							
82	82																																														9_трудности-отсутствие_проблем	-0.2027159757201439	0.04204524130721538	101	4.246569372028754																																																							
83	83																																														90_отдых-напряжение	-0.20259950461714926	0.042165895010847214	101	4.258755396095569																																																							
84	84																																														271_бюрократия-творчество	0.20253052396635898	0.042237488748038114	101	4.265986363551849																																																							
85	85																																														264_безопасность-опасность	-0.2024036330007906	0.04236945101396297	101	4.279314552410258																																																							
86	86																																														217_завоевание-бегство	-0.2021554333872177	0.042628563042186415	101	4.305484867260828																																																							
87	87																																														159_реальная_жизнь-выдуманная_жизнь	-0.2019495200011423	0.04284452988882511	101	4.327297518771337																																																							
88	88																																														88_лишение-наделение	-0.2017930620851528	0.04300923497795104	101	4.343932732773055																																																							
89	89																																														182_светское_общество-религия	-0.20134620831353744	0.043482547521620264	101	4.391737299683647																																																							
90	90																																														243_проблема-решение_проблем	0.2010939799700558	0.043751618351609664	101	4.418913453512576																																																							
91	91																																														164_устранение-дополнение	-0.2010489642121229	0.04379978533201595	101	4.4237783185336115																																																							
92	92																																														289_недовольство-радость	-0.200907299644874	0.04395165461076008	101	4.439117115686768																																																							
93	93																																														239_радость-недовольство	0.20054749855733034	0.04433934269560432	101	4.478273612256037																																																							
94	94																																														11_приобретение-постоянное_местонахождение	-0.20041480151288327	0.04448304008197315	101	4.492787048279288																																																							
95	95																																														276_начало-конец	0.20040751861146933	0.04449093791044277	101	4.493584728954719																																																							
96	96																																														253_соблюдение_закона-правонарушение	-0.2002548038474171	0.0446568155814618	101	4.510338373727642																																																							
97	97																																														247_радостное_событие_грустное_событие	0.19990121352548507	0.04504285534912717	101	4.549328390261844																																																							
98	98																																														272_образование-невежество	0.1997631369673912	0.045194353751995806	101	4.5646297289515765																																																							
99	99																																														109_убожество-роскошь	0.1985778396142422	0.04651235053435958	101	4.697747403970316																																																							
100	100																																														39_целостность-пустота	-0.19857529501442467	0.04651521391908713	101	4.6980366058278005																																																							
101	101																																														23_мир-конфликт	0.19845592423355865	0.04664970364247638	101	4.711620067890113																																																							
102	102																																														237_низшие_слои-высшие_слои	0.1980122659046017	0.04715238133716068	101	4.762390515053228																																																							
103	103																																														211_больница-дом	-0.19751188837913686	0.047724698513932524	101	4.8201945499071845																																																							
104	104																																														218_трусость-мужество	-0.1972996692979084	0.0479691588927984	101	4.844885048172638																																																							
105	105																																														139_свобода-неволя	0.1971283084932821	0.048167308945975235	101	4.8648982035435																																																							
106	106																																														144_физический_труд-искусство	0.19682944815775166	0.04851451102032591	101	4.899965613052917																																																							
107	107																																														138_война-мир	0.1967833470185193	0.048568252987727295	101	4.905393551760457																																																							
108	108																																														209_отрицание-утверждение	0.19620857504067268	0.04924243065457102	101	4.973485496111673																																																							
109	109																																														141_микробиология-неопределенная_тема	0.19610209421142527	0.049368172160102176	101	4.986185388170321																																																							
110	110																																														137_вертикальные_отношения-горизонтальные_отношения	0.19579720893936334	0.049729674187004164	101	5.02269709288742																																																							
