	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
50	50																																				300_беспокойство-спокойствие	0.16971129117233555	0.04824075294614183	136.0	6.56074240067529																235_процесс-итог	0.3336826868057316	0.0287624419866617	43	1.2367850054264529	239_радость-недовольство	0.24483569656498436	0.03425454666294555	75.0	2.5690909997209164																														
51	51																																				166_порядочность-мошенничество	0.16962602839134527	0.048355089341973766	136.0	6.576292150508432																122_неопределенная_тема-здоровье	-0.3319249469891136	0.02966720175718915	43	1.2756896755591336	166_порядочность-мошенничество	0.2446279287665081	0.034412117379148184	75.0	2.5809088034361145																														
52	52																																				108_творчество-власть	0.1690236977126928	0.049169234520602886	136.0	6.687015894801992																39_целостность-пустота	0.330709696430798	0.030306401225831957	43	1.3031752527107743	137_вертикальные_отношения-горизонтальные_отношения	0.2436264235829729	0.03518018876423281	75.0	2.6385141573174606																														
53	53																																				263_влияние-зависимость	-0.16860696651178791	0.04973914334994736	136.0	6.764523495592839																290_статистика-отсутствие_системы	0.3302034460255297	0.03057601966323518	43	1.3147688455191129	111_нежелание-желание	-0.24353683879191895	0.035249585575258605	75.0	2.6437189181443954																														
54	54																																																								77_природные_процессы-военные_процессы	0.3293638777415772	0.031027526329415737	43	1.3341836321648768	29_негативные_чувства-духовные_чувства	0.2432658022836553	0.03546024089066298	75.0	2.659518066799724																														
55	55																																																								42_деструктивная_коммуникация-конструктивная_коммуникация	-0.3280627821342275	0.03173810904382147	43	1.3647386888843231	181_дополнение-устранение	0.2430332952564138	0.03564178746701045	75.0	2.673134060025784																														
56	56																																																								83_речь-текст	-0.3260521720973361	0.032862566887717555	43	1.413090376171855	115_наследство-собственность	-0.24302230579157624	0.03565038746142248	75.0	2.6737790596066864																														
57	57																																																								242_отдых-работа	-0.32486279516327915	0.03354305797143863	43	1.4423514927718613	250_быт-война	0.2424663493887825	0.03608772815873541	75.0	2.706579611905156																														
58	58																																																								280_радость-недовольство	0.3236310684300035	0.03425996694916035	43	1.4731785788138951	180_потребление-вывод	0.24209179093831634	0.03638489099936925	75.0	2.7288668249526937																														
59	59																																																								173_отдых-работа	0.32241983107074523	0.0349771957898688	43	1.5040194189643583	267_неволя-свобода	-0.24043393411856684	0.0377248134608658	75.0	2.829361009564935																														
60	60																																																								64_человеческое_взаимодействие-механическое_взаимодействие	-0.322168750022721	0.035127405815784836	43	1.5104784500787483	172_наука-быт	0.2396911908758877	0.038338315982883835	75.0	2.875373698716288																														
61	61																																																								167_дополнение-устранение	-0.3215472758639641	0.03550148566567701	43	1.5265638836241116	19_быстрое_явление-длительное_явление	-0.2352957068401447	0.042141290672672034	75.0	3.160596800450402																														
62	62																																																								37_низ-верх	-0.3206180172662144	0.036066926817369435	43	1.5508778531468859	63_мир-война	-0.23401049832779264	0.043310550360996285	75.0	3.248291277074721																														
63	63																																																								252_современность-древность	-0.317128561546432	0.03825658586684049	43	1.645033192274141	35_кончина-вечное_искусство	0.2334127469031756	0.04386344904808343	75.0	3.2897586786062574																														
64	64																																																								277_неживая_природа-живая_природа	-0.31669782072698416	0.03853426612842895	43	1.656973443522445	251_недостаток-достоинство	-0.2315810530902233	0.0455941522239157	75.0	3.4195614167936768																														
65	65																																																								298_очевидный-скрытый	0.31596157358627625	0.039012710290127456	43	1.6775465424754803	280_радость-недовольство	-0.23058346148838074	0.04656019821890507	75.0	3.4920148664178803																														
66	66																																																								236_умственный_труд-физический_труд	0.31514708061946706	0.03954764966835851	43	1.700548935739416	290_статистика-отсутствие_системы	0.2304885511881445	0.046652979617024366	75.0	3.498973471276828																														
67	67																																																								212_наука-быт	0.3148376423584146	0.03975244588260478	43	1.7093551729520056	203_концепция-хаотичность	-0.23014942979109845	0.04698573997022989	75.0	3.5239304977672417																														
68	68																																																								86_доказательство-совпадение	0.3131937280229498	0.04085501818136023	43	1.75676578179849	162_история-одномоментное_происшествие	-0.2296256333708903	0.04750355179800564	75.0	3.5627663848504234																														
69	69																																																								227_иерархия-равенство	-0.3100146591989829	0.043057981782836	43	1.8514932166619482	22_деятельность_наверху-деятельность_в_земле	0.22950752288055354	0.04762095963418818	75.0	3.5715719725641137																														
70	70																																																								98_разрушение-поддержание	-0.3062408965005832	0.04579749825561087	43	1.969292424991268	272_образование-невежество	0.228481991471036	0.0486504648372616	75.0	3.64878486279462																														
71	71																																																								182_светское_общество-религия	0.3036270081196837	0.04777661226556621	43	2.054394327419347																																			
72	72																																																								218_трусость-мужество	-0.30320045239720683	0.04810605179286464	43	2.0685602270931795																																			
73	73																																																								260_быт-искусство	-0.3022059857285145	0.04888124115605351	43	2.101893369710301																																			
74	74																																																								57_улица-дом	-0.3020740902452972	0.04898480796410474	43	2.106346742456504																																			
75	75																																																								89_апатия-взбудораженность	-0.30199623548995314	0.049046024151709534	43	2.1089790385235103																																			
76	76																																																								225_кража-находка	0.30156265882726024	0.04938807145473894	43	2.1236870725537744																																			
