	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
71	71																					189_наука-религия	-0.21622771752166908	0.016752385972588126	122	2.043791088655751																																																												
72	72																					105_сущность-внешность	-0.2157803336355274	0.016985189859634403	122	2.072193162875397																																																												
73	73																					208_неживая_природа-живая_природа	0.21546041461188825	0.01715337950687531	122	2.092712299838788																																																												
74	74																					225_кража-находка	-0.2147346847822996	0.01754027111757239	122	2.139913076343832																																																												
75	75																					226_человек-транспорт	0.21469218999812767	0.017563157632851233	122	2.1427052312078505																																																												
76	76																					121_несовременность-актуальность	-0.21450545430046145	0.017664034933081902	122	2.1550122618359926																																																												
77	77																					185_беда-счастье	-0.21426039390747587	0.017797180610903136	122	2.1712560345301832																																																												
78	78																					214_спешка-неторопливость	0.21418765104626786	0.017836869860008105	122	2.1760981229209886																																																												
79	79																					119_окончание-процесс	0.21401977584667148	0.017928756668833663	122	2.1873083135977067																																																												
80	80																					216_старость-смерть	-0.21379298318962256	0.018053542104243904	122	2.2025321367177564																																																												
81	81																					164_устранение-дополнение	-0.2132935151283444	0.01833100969996365	122	2.2363831833955654																																																												
82	82																					7_чужбина-родной_дом	0.21295438687872087	0.01852149863726476	122	2.2596228337463007																																																												
83	83																					75_действующее_лицо-зритель	-0.2124500052546514	0.01880797366408436	122	2.294572787018292																																																												
84	84																					231_злость-радость	-0.21178642855682	0.01919069056766489	122	2.341264249255117																																																												
85	85																					274_единство-разрозренность	0.21174581344699164	0.01921433200448757	122	2.344148504547484																																																												
86	86																					9_трудности-отсутствие_проблем	-0.2110448939310654	0.019626304099207476	122	2.3944091001033123																																																												
87	87																					86_доказательство-совпадение	-0.21063051148898787	0.01987342672661077	122	2.4245580606465147																																																												
88	88																					300_беспокойство-спокойствие	0.2104388660797085	0.019988621258880387	122	2.4386117935834077																																																												
89	89																					48_отдаление-приближение	0.20977451070954725	0.02039241950797667	122	2.487875179973153																																																												
90	90																					254_свобода-неволя	0.20930934285630068	0.020679315130602626	122	2.52287644593352																																																												
91	91																					169_потеря-приобретение	-0.20924877184043714	0.020716927216918892	122	2.5274651204641043																																																												
92	92																					299_веселье-грусть	-0.20905095567499385	0.02084017333473429	122	2.542501146837583																																																												
93	93																					94_проблема-решение_проблем	0.2088013510774917	0.020996585409500917	122	2.5615834199591125																																																												
94	94																					110_негативные_эмоции-положительные_эмоции	-0.20831315641176845	0.02130542888404553	122	2.599262323853554																																																												
95	95																					60_восстание-смирение	-0.20654959526360736	0.02245386363167359	122	2.739371363064178																																																												
96	96																					46_идея-реализация	0.20602773328212004	0.022803728265978755	122	2.7820548484494085																																																												
97	97																					81_религия-наука	0.2059015517177524	0.022889021099275528	122	2.7924605741116144																																																												
98	98																					148_усталость-бодрость	0.20586251467053526	0.022915463679619642	122	2.7956865689135957																																																												
99	99																					153_прерывание-продолжение	0.20542255512236346	0.02321529600912454	122	2.832266113113194																																																												
100	100																					247_радостное_событие_грустное_событие	0.20455010075968985	0.023819831574970102	122	2.9060194521463525																																																												
101	101																					50_проблема-взаимовыручка	0.20313664903076792	0.024827845087137018	122	3.0289971006307166																																																												
102	102																					204_столкновение-мир	-0.20289679413438594	0.025002470139217917	122	3.0503013569845865																																																												
103	103																					207_фантастика-реальность	0.20270069252320025	0.0251460200396518	122	3.0678144448375195																																																												
104	104																					275_жизненный_процесс-кончина	-0.2025908151803645	0.025226759743337168	122	3.0776646886871344																																																												
105	105																					233_неопределенная_тема-часть_целого	-0.2024142694409989	0.025356952478016448	122	3.0935482023180065																																																												
106	106																					19_быстрое_явление-длительное_явление	-0.20204352347682591	0.02563222693806181	122	3.127131686443541																																																												
107	107																					88_лишение-наделение	-0.201737801521497	0.02586113821577657	122	3.1550588623247413																																																												
108	108																					179_работа-искусство	0.20164317681781574	0.025932341862446542	122	3.1637457072184785																																																												
109	109																					197_проблема-решение_проблем	0.2014000957219817	0.026116024355845303	122	3.186154971413127																																																												
110	110																					35_кончина-вечное_искусство	0.20136388314746045	0.02614348294006425	122	3.1895049186878386																																																												
111	111																					63_мир-война	-0.2012659830939347	0.026217840117198982	122	3.1985764942982757																																																												
112	112																					238_дистанция-близость	-0.20121195161244826	0.02625895541479746	122	3.2035925606052897																																																												
113	113																					140_шум-тишина	-0.2008281281026092	0.02655261288438381	122	3.2394187718948246																																																												
114	114																					223_бытовые_ситуации-глобальные_происшествия	0.20067535471260373	0.026670274373061582	122	3.2537734735135126																																																												
115	115																					143_неважность-значимость	0.20041365879294992	0.02687285795861341	122	3.2784886709508365																																																												
116	116																					175_нематериальное-материальное	-0.20003292801502226	0.02716993047647499	122	3.314731518129949																																																												
117	117																					115_наследство-собственность	-0.19768223798887968	0.02906676567873989	122	3.5461454128062666																																																												
118	118																					293_соблюдение_закона-правонарушение	0.1970273158656384	0.02961486746605552	122	3.613013830858773																																																												
119	119																					44_упорядоченность-однородная_масса	-0.19602046416644128	0.03047460496830485	122	3.717901806133192																																																												
120	120																					18_уменьшение-расширение	-0.19601044978457016	0.030483261323617623	122	3.71895788148135																																																												
121	121																					114_церковь-мирская_жизнь	0.19578900708617655	0.0306752082941756	122	3.742375411889423																																																												
122	122																					236_умственный_труд-физический_труд	0.19564426819934091	0.030801221302214774	122	3.757748998870203																																																												
123	123																					239_радость-недовольство	0.1954984986760057	0.030928574889999182	122	3.773286136579901																																																												
124	124																					108_творчество-власть	0.19515601635455515	0.031229546612802826	122	3.810004686761945																																																												
125	125																					162_история-одномоментное_происшествие	-0.1941387774532016	0.032138161261810405	122	3.920855673940869																																																												
126	126																					89_апатия-взбудораженность	0.1934394484568594	0.03277570700858511	122	3.998636255047384																																																												
127	127																					16_воля-неволя	0.19339987658570065	0.032812100261192814	122	4.003076231865523																																																												
128	128																					171_работа-отдых	0.19334949930116965	0.03285848040692134	122	4.008734609644404																																																												
129	129																					85_направление-дезориентация	0.19290675713657887	0.033268482688774074	122	4.058754888030437																																																												
130	130																					296_равенство-иерархия	-0.19208081868116206	0.03404490263701352	122	4.15347812171565																																																												
131	131																					130_размеренная_жизнь-напряжённая_жизнь	-0.1911183393547741	0.03496891930130637	122	4.2662081547593775																																																												
132	132																					196_неуют-уют	-0.191059315878477	0.035026265525292165	122	4.273204394085643																																																												
133	133																					141_микробиология-неопределенная_тема	0.19104939060474066	0.0350359165375469	122	4.274381817580722																																																												
134	134																					192_производство-наука	0.19037992880682694	0.035692074099173944	122	4.354433040099221																																																												
135	135																					212_наука-быт	0.19015048365417006	0.035919327832187535	122	4.38215799552688																																																												
136	136																					203_концепция-хаотичность	-0.18897694809836707	0.03710079279970965	122	4.526296721564577																																																												
137	137																					157_отсутствие_чувств-чувства	0.1886394314630264	0.03744657873375485	122	4.568482605518092																																																												
138	138																					116_смерть-жизнь	-0.18826955162684575	0.0378286269837497	122	4.615092492017464																																																												
139	139																					111_нежелание-желание	-0.18824114560537256	0.037858102398957136	122	4.618688492672772																																																												
140	140																					95_доброта-злость	-0.1881716422446072	0.037930303684171836	122	4.627497049468965																																																												
141	141																					290_статистика-отсутствие_системы	0.18696856231612846	0.03919852413213295	122	4.78221994412022																																																												
142	142																					13_личные_отношения-иерархические_отношения	-0.186865924413306	0.0393083462914901	122	4.795618247561793																																																												
143	143																					144_физический_труд-искусство	0.1859877027030396	0.04025862878409582	122	4.91155271165969																																																												
144	144																					271_бюрократия-творчество	0.18454179779394744	0.041865054784786304	122	5.107536683743929																																																												
145	145																					281_домоседство-путешествие	-0.18423115954317226	0.042217081080493615	122	5.150483891820222																																																												
146	146																					41_развлечение-когнитивная-способность	-0.18381399090323225	0.04269371858278027	122	5.2086336670991935																																																												
147	147																					278_физический_труд-умственный_труд	0.18359940400727745	0.04294064034756625	122	5.238758122403082																																																												
148	148																					84_последовательность-разлад	0.1833844484311621	0.043189180258089516	122	5.2690799914869215																																																												
149	149																					215_творчество-власть	0.1817403392550135	0.045130139674917816	122	5.505877040339973																																																												
150	150																					173_отдых-работа	-0.18015827969188086	0.04706587118622159	122	5.742036284719035																																																												
151	151																					193_порядок-беспорядок	0.17828905654114924	0.04944133669425304	122	6.031843076698871																																																												
