	Unnamed: 0	я_PRON	я_PRON.1	я_PRON.2	я_PRON.3	я_PRON.4	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
56	56																																																																		241_нападение-оборона	-0.2021626361276472	0.02057768786108826	131	2.695677109802562					
57	57																																																																		262_серьезность-шутка	0.2019592481096864	0.020708043066869374	131	2.7127536417598885					
58	58																																																																		66_курируемый-куратор	0.20172118893015095	0.02086152285976123	131	2.732859494628721					
59	59																																																																		300_беспокойство-спокойствие	0.20114121861317547	0.02123954432366058	131	2.7823803063995363					
60	60																																																																		286_начало-конец	0.2000644783769917	0.021957009479324108	131	2.8763682417914587					
61	61																																																																		22_деятельность_наверху-деятельность_в_земле	0.19961484096974327	0.02226272863976015	131	2.9164174518085795					
62	62																																																																		250_быт-война	0.1989497432243177	0.022721649081570625	131	2.9765360296857515					
63	63																																																																		89_апатия-взбудораженность	-0.19847683906154012	0.02305287599490033	131	3.0199267553319427					
64	64																																																																		102_фантастика-реальность	-0.19847349404724787	0.023055233559743527	131	3.020235596326402					
65	65																																																																		21_получение_результата-разработка	-0.19773055364722208	0.0235840111401007	131	3.089505459353192					
66	66																																																																		212_наука-быт	-0.19685754676449346	0.024218621703306128	131	3.1726394431331033					
67	67																																																																		240_осторожность-риск	-0.1967323733231857	0.02431080194082765	131	3.184715054248422					
68	68																																																																		3_спокойствие-суматоха	0.19537849628443105	0.025327180961161228	131	3.317860705912121					
69	69																																																																		100_труд-отдых	0.194733857022128	0.025823757445314188	131	3.3829122253361588					
70	70																																																																		270_древность-современность	0.19452742952176366	0.02598452076355784	131	3.4039722200260774					
71	71																																																																		94_проблема-решение_проблем	0.19344744348313586	0.02683961076575667	131	3.515989010314124					
72	72																																																																		167_дополнение-устранение	0.19341556604695467	0.0268652106181522	131	3.519342590977938					
73	73																																																																		98_разрушение-поддержание	-0.19296941637603995	0.027225692807396944	131	3.566565757769					
74	74																																																																		169_потеря-приобретение	-0.19276360638584225	0.02739336967401329	131	3.5885314272957416					
75	75																																																																		135_запрет-толчок	-0.19237799506111347	0.02770990481965972	131	3.629997531375423					
76	76																																																																		4_праздник-быт	0.192195476878824	0.02786081136958923	131	3.649766289416189					
77	77																																																																		243_проблема-решение_проблем	0.19206037579423726	0.02797296383417399	131	3.664458262276793					
78	78																																																																		173_отдых-работа	-0.1910720220686424	0.028805191176959694	131	3.7734800441817202					
79	79																																																																		103_познание-непостижимость	0.1900546963453611	0.02968372521558028	131	3.8885680032410166					
80	80																																																																		148_усталость-бодрость	0.1898325105141505	0.029878599195922118	131	3.9140964946657975					
81	81																																																																		242_отдых-работа	-0.18968413825170904	0.030009337434789018	131	3.931223203957362					
82	82																																																																		69_труд-месть	0.18895966411845086	0.030654708691720836	131	4.01576683861543					
83	83																																																																		20_покой-беспокойство	0.18888700401736025	0.030720080416294083	131	4.024330534534525					
84	84																																																																		194_контроль-бесконтрольность	-0.18844327780308293	0.031121869953356168	131	4.076964963889658					
85	85																																																																		26_ненависть-дружба	0.1876749846217192	0.0318280922219409	131	4.1694800810742585					
86	86																																																																		122_неопределенная_тема-здоровье	-0.18749681956415	0.03199378891506058	131	4.191186347872937					
87	87																																																																		52_близость-расстояние	-0.1874000449298021	0.03208409692400608	131	4.203016697044796					
88	88																																																																		106_кончина-вечное_искусство	-0.18610447037348352	0.033314042728615816	131	4.364139597448672					
89	89																																																																		145_высказывание-умалчивание	-0.1859213680369912	0.0334910444969604	131	4.387326829101813					
90	90																																																																		108_творчество-власть	0.1857563814718098	0.033651214413060834	131	4.408309088110969					
91	91																																																																		219_соблюдение_закона-правонарушение	0.18471321537412816	0.034678986063969484	131	4.542947174380004					
92	92																																																																		269_власть-беспорядок	0.1846542911086793	0.03473782286820908	131	4.5506547957353884					
93	93																																																																		267_неволя-свобода	-0.18445048162352012	0.034941979958697016	131	4.577399374589309					
94	94																																																																		221_получение_денег-отсутствие_денег	0.1840497351596629	0.03534636337876769	131	4.630373602618566					
95	95																																																																		144_физический_труд-искусство	0.18400417178257	0.035392589156486895	131	4.6364291794997845					
96	96																																																																		258_конец-начало	0.183532567572538	0.03587405154420891	131	4.699500752291367					
97	97																																																																		249_порыв-покой	0.1831155372948688	0.03630438664921288	131	4.755874651046886					
98	98																																																																		2_неживая_природа-живая_природа	0.17901332311642065	0.04077402243849185	131	5.341396939442432					
99	99																																																																		228_народ-власть	-0.17822282833625452	0.04168625392185564	131	5.460899263763089					
100	100																																																																		155_поражение-победа	-0.17812468419914504	0.04180069486924936	131	5.475891027871666					
101	101																																																																		218_трусость-мужество	0.17782641319254575	0.04215010799061778	131	5.521664146770929					
102	102																																																																		168_работа-праздность	0.17752389030077384	0.04250699352107788	131	5.568416151261204					
103	103																																																																		237_низшие_слои-высшие_слои	-0.17677314136003308	0.043403574568531035	131	5.6858682684775665					
104	104																																																																		11_приобретение-постоянное_местонахождение	-0.17569120958759632	0.044723401171358264	131	5.858765553447933					
105	105																																																																		272_образование-невежество	0.1752822761697442	0.04523088660594956	131	5.9252461453793925					
106	106																																																																		266_мир-война	-0.17391248871571924	0.04696586376809712	131	6.152528153620724					
107	107																																																																		210_спешка-неторопливость	0.17387665519754186	0.04701198309255936	131	6.158569785125276					
108	108																																																																		49_развитие-откат	-0.17374050504708302	0.047187557816033315	131	6.181570073900366					
109	109																																																																		294_испытание-безмятежность	-0.17333254851255114	0.04771691134264715	131	6.250915385886778					
110	110																																																																		171_работа-отдых	0.17241418606580422	0.0489266228643449	131	6.409387595229181					
111	111																																																																		238_дистанция-близость	-0.1723423180497058	0.04902235474789785	131	6.421928471974617					
112	112																																																																		154_знание-сомнение	-0.17232308148215608	0.04904800518618898	131	6.425288679390758					
113	113																																																																		279_соблюдение_закона-правонарушение	-0.17209671718016895	0.049350681186386886	131	6.464939235416683					
