	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
47	230	0.13710941860973894	0.03228691616647583	244.0	7.878007544620103						62	-0.16540773643972095	0.013601142784668901	222.0	3.019453698196496						122	0.1763243775704762	0.002250535944648769	298	0.6706597115053332						239	0.15546865648607494	0.002502713812247871	376.0	0.9410203934051995																163	0.20156444266898804	0.0286143781896932	118.0	3.3764966263837977																																													
48	56	-0.13645664528053195	0.033126133220935876	244.0	8.082776505908354						244	0.16467229967984534	0.01402961558934499	222.0	3.1145746608345877						109	-0.17608132223863235	0.0022828503614014213	298	0.6802894076976236						44	-0.15526329840768918	0.002536349075128326	376.0	0.9536672522482507																161	0.2012537390024801	0.028865827800761586	118.0	3.406167680489867																																													
49	102	0.13597902160030753	0.03375186565415289	244.0	8.235455219613305						66	-0.163856916833224	0.014518455105588732	222.0	3.2230970334406983						265	-0.1759928223813296	0.002294721124504064	298	0.6838268951022112						228	-0.15501526470693477	0.00257752290645751	376.0	0.9691486128280237																128	0.20012907990605128	0.029791760529585827	118.0	3.5154277424911275																																													
50	256	-0.1358409396993828	0.03393462713385423	244.0	8.280049020660432						1	-0.1629332446660426	0.015090177507995713	222.0	3.3500194067750484						32	0.17571402901989944	0.002332485223777423	298	0.695080596685672						159	-0.15495460036034953	0.0025876854588882045	376.0	0.9729697325419648																269	-0.19745676932280423	0.032093442575497164	118.0	3.7870262239086654																																													
51	109	-0.13461213838583524	0.03559838572436205	244.0	8.686006116744341						71	0.16215096324464257	0.015589688737794458	222.0	3.46091089979037						113	-0.17542103622500702	0.0023727821940732444	298	0.7070890938338268						205	-0.1544605777439873	0.0026718129855772678	376.0	1.0046016825770527																260	0.196061915376129	0.03335343960640719	118.0	3.935705873556048																																													
52	280	-0.13456505517548298	0.03566348685506686	244.0	8.701890792636313						172	-0.16147132402420347	0.016035328708413725	222.0	3.559842973267847						150	-0.17467390161679883	0.0024784263984452422	298	0.7385710667366822						53	-0.15437050072915198	0.00268741796758115	376.0	1.0104691558105123																200	-0.19450121597473724	0.0348125162857412	118.0	4.1078769217174615																																													
53	111	0.13442781821732644	0.03585381807241072	244.0	8.748331609668215						240	-0.1614710421342663	0.016035515827665624	222.0	3.5598845137417685						216	0.17454056500943774	0.0024977242410030545	298	0.7443218238189102						295	-0.15404504263425117	0.0027444942666561673	376.0	1.031929844262719																50	-0.19441454102473193	0.03489510012879613	118.0	4.117621815197944																																													
54	87	0.1343624071624526	0.03594483787851862	244.0	8.770540442358543						178	-0.1611060421191847	0.016279408927563965	222.0	3.6140287819192003						192	-0.17439690955184928	0.0025186685019780455	298	0.7505632135894575						19	-0.15400209125495998	0.002752108568821291	376.0	1.0347928218768054																19	0.19409231748343728	0.0352035637779279	118.0	4.1540205257954925																																													
55	286	0.13434533938326834	0.035968619963525184	244.0	8.776343271100146						247	-0.1610988268282089	0.016284262638829025	222.0	3.6151063058200434						260	0.17388702157159425	0.0025943045436806985	298	0.7731027540168481						282	0.1539361093548114	0.0027638431057318774	376.0	1.039205007755186																132	-0.1925886550130931	0.036673552122199804	118.0	4.327479150419577																																													
56	128	0.1332079153917154	0.03758382731435647	244.0	9.17045386470298						79	0.1603686897684917	0.01678200066630635	222.0	3.7256041479200093						181	-0.1738780095077704	0.0025956597681374245	298	0.7735066109049525						69	0.1532059214915413	0.0028967763772453727	376.0	1.08918791784426																101	-0.18797470588311416	0.0415099691744456	118.0	4.8981763625845804																																													
57	300	-0.13313938659594984	0.03768307053948538	244.0	9.194669211634432						104	0.15969644925087412	0.017251946442175946	222.0	3.82993211016306						185	0.17330114922495365	0.0026837591401217362	298	0.7997602237562774						278	0.15279229549127035	0.0029746321307300735	376.0	1.1184616811545076																65	0.18757415945324699	0.041953877057186666	118.0	4.950557492748026																																													
58	156	0.13307009257968314	0.03778364716444695	244.0	9.219209908125057						16	-0.15921004143824605	0.01759909113788695	222.0	3.9069982326109027						37	-0.17328314650019586	0.0026865517914347395	298	0.8005924338475524						154	-0.1527700806566488	0.002978866885879903	376.0	1.1200539490908434																30	0.1870943969970523	0.0424907887656637	118.0	5.0139130743483165																																													
59	189	0.13302078078161417	0.03785535878205368	244.0	9.236707542821097						130	0.15873785166937332	0.01794188971196034	222.0	3.9830995160551956						50	-0.1728900491728462	0.002748193018992261	298	0.8189615196596938						38	-0.15275018641525648	0.002982663921476857	376.0	1.1214816344752983																20	-0.18656780654286784	0.04308669721694167	118.0	5.084230271599117																																													
60	150	-0.13290884596773125	0.038018566929485895	244.0	9.276530330794559						292	-0.15843152227765345	0.018167371577279375	222.0	4.0331564901560215						171	-0.17274210187539382	0.002771723483482136	298	0.8259735980776766						291	-0.15259606115637978	0.003012229772077251	376.0	1.1325983943010465																177	-0.18611631997657324	0.04360315105633057	118.0	5.145171824647007																																													
61	22	-0.13285268754112628	0.038100673294944126	244.0	9.296564283966367						300	-0.15811227085320728	0.018404983587965707	222.0	4.085906356528387						63	0.17261826517479992	0.0027915598491789284	298	0.8318848350553206						192	0.15251351379422778	0.0030281740961466868	376.0	1.1385934601511543																281	0.18594771848056782	0.04379733244195853	118.0	5.1680852281511065																																													
62	122	0.13183096106177802	0.03962085031198346	244.0	9.667487476123965						162	-0.15723841832445692	0.01906924088578873	222.0	4.233371476645098						16	-0.17261536034383834	0.00279202669427995	298	0.832023954895425						253	-0.15249190473549887	0.0030323606078423216	376.0	1.140167588548713																239	-0.18588711115958537	0.043867310861101405	118.0	5.176342681609966																																													
63	18	0.1314914165114189	0.04013723529918171	244.0	9.793485413000337						167	-0.1571014465154855	0.019175224803114784	222.0	4.2568999062914825						102	0.17251758252790841	0.0028077823368293452	298	0.8367191363751448						22	0.15204874035752344	0.0031193866028999405	376.0	1.1728893626903776																278	-0.18525774058431377	0.04459951794210833	118.0	5.262743117168783																																													
64	110	0.13116358595195668	0.040641176728117734	244.0	9.916447121660728						147	0.15631408129100544	0.019794432393014545	222.0	4.394363991249229						154	0.17207805638062368	0.0028796088097026284	298	0.8581234252913833						102	-0.1512162620429483	0.0032890199513319674	376.0	1.2366715017008199																47	0.1844439781440006	0.04556130383946469	118.0	5.376233853056833																																													
65	297	-0.13108645229612442	0.04076051813574729	244.0	9.945566425122339						146	-0.15621055432275	0.019877125199211275	222.0	4.412721794224903						47	0.17177765989010188	0.002929654717637588	298	0.8730371058560012						85	0.1511643171349381	0.0032998770969912073	376.0	1.2407537884686939																190	-0.18442826858812927	0.04558003935568485	118.0	5.378444643970813																																													
66	136	-0.13107156813859103	0.040783580887169546	244.0	9.951193736469369						214	0.1557538904991963	0.02024547283832218	222.0	4.494494970107524						66	-0.17167512110236471	0.002946917586882553	298	0.8781814408910007						50	0.15096575783518906	0.0033416788465926678	376.0	1.256471246318843																153	-0.18403598005306435	0.046049971960598936	118.0	5.433896691350674																																													
67	32	0.13101204846170628	0.040875915503826785	244.0	9.973723382933736						20	-0.15551614967752286	0.02043956655603045	222.0	4.53758377543876						25	-0.17162022191607948	0.00295619802395103	298	0.8809470111374069						223	0.15090610913597957	0.0033543298895653655	376.0	1.2612280384765775																211	-0.18341817777418745	0.04679821447456806	118.0	5.522189307999032																																													
68	221	-0.13059962485605847	0.04152056865077814	244.0	10.131018750789867						241	0.15531593664688353	0.020604270512181805	222.0	4.574148053704361						151	0.17129548084352866	0.003011638647070544	298	0.8974683168270221						59	-0.15085937057135235	0.0033642731259687694	376.0	1.2649666953642573																160	-0.1817685207144695	0.048845783451406256	118.0	5.763802447265938																																													
69	173	0.1304479888202158	0.041759729855345595	244.0	10.189374084704326						59	0.15499924967258882	0.020867137807092314	222.0	4.6325045931744935						96	-0.17102938003544774	0.0030577696376638554	298	0.9112153520238289						36	-0.15079149817219892	0.0033787600062910486	376.0	1.2704137623654344																																																																	
70	38	0.13006116297516535	0.04237508779865004	244.0	10.33952142287061						160	-0.15468140896779942	0.02113387663343167	222.0	4.691720612621831						22	-0.17099498617351339	0.0030637786853469954	298	0.9130060482334046						10	-0.1507744351975234	0.003382410864221036	376.0	1.2717864849471097																																																																	
71	125	-0.1282795624634454	0.045308496915231644	244.0	11.05527324731652						80	0.15461453028585578	0.021190376844124094	222.0	4.704263659395549						28	-0.17081702844239358	0.0030950416603365795	298	0.9223224147803006						126	-0.1505335700315927	0.0034343303559000284	376.0	1.2913082138184107																																																																	
72	299	0.1265409115027949	0.048333327616825614	244.0	11.79333193850545						246	-0.15434463032463144	0.02141972264991612	222.0	4.755178428281378						85	-0.17069973507666567	0.00311580527573962	298	0.9285099721704068						122	-0.15009793454096942	0.0035300719383320727	376.0	1.3273070488128593																																																																	
73	50	-0.12647806396977676	0.048445750026015595	244.0	11.820763006347805						258	-0.15416600091018157	0.02157268969080375	222.0	4.789137111358433						56	-0.1704219653403976	0.00316548172306501	298	0.943313553473373						180	0.14967309084960326	0.003625764839052841	376.0	1.3632875794838684																																																																	
74	84	-0.12639143178420767	0.048601076407733534	244.0	11.858662643486982						206	0.15365946622095805	0.022011601318618932	222.0	4.886575492733403						198	-0.17024100472274836	0.003198230027196973	298	0.9530725481046979						130	-0.14961022540965407	0.0036401226728720363	376.0	1.3686861249998856																																																																	
75	253	0.12596991260037715	0.049362777555898074	244.0	12.04451772363913						2	-0.15324732218674725	0.022374395674131874	222.0	4.967115839657276						267	0.16994402624034252	0.003252640258440734	298	0.9692867970153387						185	-0.14887468807057216	0.003811979755491342	376.0	1.4333043880647445																																																																	
76											271	-0.15322584859273497	0.02239343873765555	222.0	4.971343399759532						74	0.16969443006006762	0.003299016896441586	298	0.9831070351395926						97	0.14866603200265216	0.0038620513207516943	376.0	1.4521312966026372																																																																	
77											225	0.15275543405753286	0.022814133770261365	222.0	5.064737696998023						64	-0.16949078867693362	0.0033372978359103933	298	0.9945147551012972						104	-0.14854058898334757	0.0038924397834622557	376.0	1.4635573585818082																																																																	
78											165	-0.1526457942472394	0.022913159653876573	222.0	5.0867214431606						200	-0.16947574192433634	0.003340142261814573	298	0.9953623940207428						286	0.1485227302302248	0.0038967835970565743	376.0	1.465190632493272																																																																	
79											202	0.1525958791247059	0.02295836533283509	222.0	5.09675710388939						126	0.1691652784756509	0.003399324404102398	298	1.0129986724225146						66	0.14844758702001004	0.003915108889051313	376.0	1.4720809422832937																																																																	
80											197	-0.15205025204964118	0.023457551410388425	222.0	5.2075764131062305						202	0.16883896224080333	0.003462550848173195	298	1.031840152755612						254	0.148055746589391	0.0040119368157701075	376.0	1.5084882427295605																																																																	
81											118	0.15128280876453631	0.024175492402579442	222.0	5.366959313372636						210	-0.16858577896200427	0.003512338737410896	298	1.046676943748447						32	-0.14792893322329168	0.0040437344240953415	376.0	1.5204441434598484																																																																	
82											44	0.15116809068225925	0.02428441993343476	222.0	5.391141225222517						262	-0.16822254949666654	0.0035848991469721748	298	1.068299945797708						119	0.1478756639083851	0.004057159173961885	376.0	1.5254918494096688																																																																	
83											262	-0.15105591480458921	0.024391341886012944	222.0	5.414877898694874						101	-0.16814046049513737	0.0036014844130882275	298	1.0732423551002919						209	0.1474509774777897	0.004165636612471054	376.0	1.5662793662891163																																																																	
84											96	-0.15103750012987668	0.02440893274433394	222.0	5.418783069242134						10	0.16808231022246842	0.0036132750784816847	298	1.076755973387542						140	0.1472358555086794	0.004221579137303096	376.0	1.587313755625964																																																																	
85											291	0.15075956857478423	0.0246757595161936	222.0	5.47801861259498						54	-0.16807606154081942	0.003614544149741554	298	1.077134156622983						49	0.14722386644234156	0.004224716771964448	376.0	1.5884935062586325																																																																	
86											250	-0.15067996382533808	0.024752644447473528	222.0	5.495087067339123						62	-0.16793559631620603	0.0036431784731423876	298	1.0856671849964314						25	0.1470575536155241	0.004268460014177665	376.0	1.604940965330802																																																																	
87											191	-0.15065650135659062	0.024775344569154076	222.0	5.500126494352205						251	-0.16791996104766288	0.003646378437569204	298	1.0866207743956229						120	0.1470180912582113	0.004278899184458055	376.0	1.6088660933562287																																																																	
88											60	0.15001959838576534	0.025398430748575646	222.0	5.638451626183794						294	0.16784154155421666	0.0036624664176965077	298	1.0914149924735592						275	-0.14690573204200824	0.004308748530543909	376.0	1.62008944748451																																																																	
89											228	0.14963737898956045	0.025778787146591254	222.0	5.722890746543259						48	-0.16782696828410862	0.003665463230982355	298	1.0923080428327419						47	-0.14625291354847686	0.004485926805272288	376.0	1.6867084787823805																																																																	
90											282	-0.14899624636382	0.02642778266764843	222.0	5.866967752217952						158	-0.16777051375215768	0.003677093362346928	298	1.0957738219793844						288	-0.1452401650456085	0.004773827521476922	376.0	1.7949591480753226																																																																	
91											275	0.14857255239526834	0.026864324925305792	222.0	5.963880133417886						75	0.16776871615090133	0.003677464231820211	298	1.0958843410824228						183	-0.1449931228906395	0.0048465360020856305	376.0	1.8222975367841971																																																																	
92											29	-0.14847181799242282	0.026969019202323915	222.0	5.987122262915909						91	0.16734171215543284	0.003766525656404142	298	1.1224246456084344						281	-0.14455671980890217	0.004977418576363757	376.0	1.8715093847127726																																																																	
93											24	-0.1481294981221788	0.027327413992297364	222.0	6.066685906290015						256	-0.16724638212115697	0.0037866733078647827	298	1.1284286457437052						262	0.1445051430235953	0.0049930955851885195	376.0	1.8774039400308833																																																																	
94											34	-0.14754325773951252	0.027950665338084643	222.0	6.205047705054791						1	-0.1670632986617442	0.0038256408110702842	298	1.1400409616989446						256	0.14441408792892263	0.005020880800806884	376.0	1.8878511811033882																																																																	
95											103	-0.14725135858722246	0.028265504954934496	222.0	6.274942099995458						174	0.16703644444038565	0.0038313868513013393	298	1.141753281687799						115	-0.14405228357264493	0.005132665369389483	376.0	1.9298821788904457																																																																	
96											102	0.14715643684221683	0.028368538391419288	222.0	6.297815522895082						104	0.16686517123502814	0.003868218369268235	298	1.152729074041934						279	-0.14390905950143273	0.00517753189797387	376.0	1.946751993638175																																																																	
97											210	-0.14686843909588115	0.02868311632185966	222.0	6.367651823452844						137	-0.16606511576545835	0.004044540966253209	298	1.2052732079434563						111	-0.1434748997233028	0.0053157020359399345	376.0	1.9987039655134153																																																																	
98											283	-0.14648551089272605	0.029106003089318423	222.0	6.46153268582869						193	-0.16594053035215203	0.004072641964909721	298	1.2136473055430967						264	-0.14241130284983708	0.005668306853934435	376.0	2.1312833770793476																																																																	
99											9	0.14643002002411343	0.02916772434070735	222.0	6.475234803637032						26	-0.1658751859570382	0.004087451168704866	298	1.21806044827405						232	0.14233797767682851	0.0056933729190530614	376.0	2.140708217563951																																																																	
100											10	-0.146399950713828	0.029201216468173904	222.0	6.482670055934607						203	0.1658403367917975	0.004095369008614192	298	1.220419964567029						293	0.14221330190640466	0.0057362217565282165	376.0	2.156819380454609																																																																	
101											235	-0.14637280679036285	0.029231478430029895	222.0	6.489388211466637						120	0.16519950665119598	0.004243457868980147	298	1.2645504449560838						20	0.14161723040656868	0.005945110090391828	376.0	2.2353613939873274																																																																	
102											125	-0.14625707537062604	0.02936080490138696	222.0	6.518098688107905						145	0.16511585172472082	0.004263142043937989	298	1.2704163290935206						267	-0.1415710441190491	0.0059615772242813	376.0	2.2415530363297687																																																																	
103											109	-0.1455072960968034	0.030210560832521934	222.0	6.706744504819869						110	0.16494454820364232	0.004303707407198985	298	1.2825048073452976						113	0.1415641321025896	0.005964045134317168	376.0	2.242480970503255																																																																	
104											276	-0.14529566618648668	0.030454174751363354	222.0	6.760826794802664						117	-0.16482062647076498	0.0043332692836581645	298	1.291314246530133						296	-0.14154701288739507	0.005970161435223965	376.0	2.244780699644211																																																																	
105											238	0.14500474188858264	0.03079180103514713	222.0	6.835779829802663						42	-0.1646752592584154	0.004368180404120982	298	1.3017177604280525						216	-0.1414511826172989	0.006004503450914737	376.0	2.257693297543941																																																																	
106											150	-0.1446938853548031	0.031156081401923833	222.0	6.916650071227091						276	-0.16454544747260763	0.004399569945674869	298	1.3110718438111109						31	-0.1413417223671153	0.0060439467438668576	376.0	2.2725239756939386																																																																	
107											100	-0.1446322649018623	0.03122872649998458	222.0	6.932777282996577						36	-0.1642749015046058	0.004465644743312896	298	1.330762133507243						81	0.14133747955053033	0.006045480284766319	376.0	2.2731005870721357																																																																	
108											242	0.1444308277549199	0.03146721124032145	222.0	6.9857208953513625						19	0.16419031189648906	0.004486486683866519	298	1.3369730317922226						14	0.14108236264947133	0.006138334867709816	376.0	2.308013910258891																																																																	
109											209	-0.1442898661338459	0.03163501927878252	222.0	7.022974279889719						95	0.16401728918392075	0.004529390890968537	298	1.349758485508624						179	0.14075631344192155	0.006258867862477839	376.0	2.3533343162916673																																																																	
110											135	0.14419726087363702	0.031745675742706585	222.0	7.047540014880862						89	0.16346849321742676	0.004667932614891909	298	1.3910439192377888						181	0.14060914838251745	0.006313963194092968	376.0	2.374050160978956																																																																	
111											113	-0.14306641214028895	0.033123762214461505	222.0	7.353475211610454						170	0.16321228804602997	0.004733908349787787	298	1.4107046882367604						86	-0.1403700234094892	0.006404413888033009	376.0	2.4080596219004113																																																																	
112											54	-0.1424906811082606	0.033844685751120054	222.0	7.513520236748652						58	0.16309299432497845	0.004764913404769677	298	1.4199441946213638						280	-0.14018895120558386	0.006473676448508889	376.0	2.434102344639342																																																																	
113											73	-0.1423561491196647	0.03401505250153319	222.0	7.551341655340368						217	0.1626535228366632	0.004880718112046778	298	1.45445399738994						82	-0.14008997299019904	0.006511819971234006	376.0	2.4484443091839863																																																																	
114											254	-0.14232285043634332	0.034057333058350195	222.0	7.560727938953743						246	-0.1626313004450566	0.00488664063603824	298	1.4562189095393954						292	0.1395225236141848	0.006734411041691126	376.0	2.5321385516758634																																																																	
115											256	-0.14220815194758812	0.03420331161457997	222.0	7.593135178436754						231	0.16261211571455436	0.004891758789755892	298	1.4577441193472558						48	0.13949505822720368	0.006745355574560005	376.0	2.536253696034562																																																																	
116											149	-0.1421894508422295	0.03422716308683589	222.0	7.598430205277568						49	-0.16242950821919194	0.004940717354483697	298	1.4723337716361415						110	-0.13930605086793518	0.006821104882124695	376.0	2.564735435678885																																																																	
117											48	-0.1414405952051937	0.03519392544538331	222.0	7.813051448875094						79	0.1623064726937377	0.0049739523440036106	298	1.482237798513076						103	0.1392473330551321	0.006844791983735448	376.0	2.5736417858845284																																																																	
118											296	0.14035980172872428	0.0366299616092851	222.0	8.131851477261291						115	0.1616497853231839	0.005154765519501713	298	1.5361201248115104						39	0.13899281543234035	0.006948319134799418	376.0	2.6125679946845812																																																																	
119											163	0.13987576775754806	0.03728898941854882	222.0	8.278155650917839						72	-0.16161330419458647	0.005164981413066245	298	1.5391644610937412						250	0.13860814166022503	0.007107447928451432	376.0	2.6724004210977386																																																																	
120											183	0.13977610159409443	0.03742592538232438	222.0	8.308555434876013						59	0.16151686614465377	0.005192074897419242	298	1.547238319430934						163	-0.13838829597082958	0.00719984817490558	376.0	2.707142913764498																																																																	
121											155	0.13924930425910614	0.03815679729625661	222.0	8.470808999768968						29	-0.16151512178683078	0.005192566134739208	298	1.5473847081522838						243	0.13788077100672536	0.007417271891362647	376.0	2.7888942311523555																																																																	
122											229	-0.13887836229675976	0.03867863840637684	222.0	8.586657726215659						225	0.16118322702042537	0.005286796481166004	298	1.575465351387469						116	-0.13783337871228954	0.007437871178805053	376.0	2.7966395632306997																																																																	
123											12	0.13855641285850875	0.03913642680850112	222.0	8.688286751487249						127	0.16103664745152196	0.005328899860231936	298	1.588012158349117						290	-0.13777179822444957	0.0074647137689982145	376.0	2.806732377143329																																																																	
124											186	0.13815709607287804	0.039710567165641024	222.0	8.815745910772307						88	0.16102164347489795	0.005333226541496889	298	1.589301509366073						242	0.13760702632537117	0.00753696292086142	376.0	2.8338980582438937																																																																	
125											68	-0.13807387452703976	0.03983111335362133	222.0	8.842507164503935						148	-0.1605864256545077	0.005460111546634898	298	1.6271132408971996						196	0.137587113496934	0.007545736454175649	376.0	2.837196906770044																																																																	
126											93	0.13783058477210836	0.0401852877348694	222.0	8.921133877141006						243	-0.16054404939157804	0.0054726097771360775	298	1.630837713586551						197	0.13727621937960002	0.007683903234612419	376.0	2.8891476162142693																																																																	
127											75	0.13781878778767717	0.04020252867288647	222.0	8.924961365380796						82	0.16026631162429716	0.005555162240280626	298	1.6554383476036265						240	-0.137252781358074	0.0076944104761682815	376.0	2.8930983390392737																																																																	
128											14	-0.13777670839959966	0.04026407719079853	222.0	8.938625136357274						219	-0.16004131951946973	0.005622854839381369	298	1.675610742135648						176	0.13709659312332942	0.0077647575999744145	376.0	2.91954885759038																																																																	
129											257	0.13748032184478007	0.04069984678117876	222.0	9.035365985421684						213	0.1598394123398971	0.005684231303800353	298	1.693900928532505						231	-0.136918180972276	0.007845816203654455	376.0	2.950026892574075																																																																	
130											213	0.13735468742901802	0.04088575837666404	222.0	9.076638359619418						287	-0.15979549733798837	0.005697660081716289	298	1.6979027043514543						61	-0.13664434952984406	0.007971696071592402	376.0	2.997357722918743																																																																	
131											115	0.13619841364130572	0.042630591627584404	222.0	9.463991341323737						206	0.15974774307390568	0.005712295172559423	298	1.7022639614227082						127	-0.13619877547495746	0.008180379113681557	376.0	3.0758225467442655																																																																	
132											50	-0.1346365504533386	0.045086383281718184	222.0	10.009177088541437						132	-0.1597021854108974	0.005726288508572902	298	1.7064339755547249						4	0.13584026967435975	0.00835180471710272	376.0	3.140278573630623																																																																	
133											133	0.13451735491814648	0.04527856903025785	222.0	10.051842324717242						99	0.159233045208021	0.005872187264842019	298	1.7499118049229216						134	0.13566253506114181	0.008437972396240277	376.0	3.1726776209863443																																																																	
134											47	0.13392322751386004	0.04624677236867504	222.0	10.266783465845858						214	0.15888016511818062	0.005984117653805455	298	1.7832670608340255						206	-0.1355363393557729	0.008499633283052054	376.0	3.1958621144275723																																																																	
135											120	-0.1339006262780383	0.046283943060823035	222.0	10.275035359502715						156	-0.1586249612449508	0.006066253850777841	298	1.8077436475317967						149	0.13478528571199133	0.008874978453032808	376.0	3.3369918983403357																																																																	
136											153	-0.13197812627662928	0.0495384544935744	222.0	10.997536897573516						53	0.1585385182638735	0.006094303348881576	298	1.8161023979667097						21	-0.13458096279166676	0.008979609704770547	376.0	3.376333248993726																																																																	
137											46	0.13172498076947503	0.04998086596610734	222.0	11.095752244475829						190	0.1581765669681902	0.006213017666479556	298	1.8514792646109077						299	-0.13451984076904092	0.009011122019021319	376.0	3.388181879152016																																																																	
138																					143	-0.15805186535077057	0.006254395082059211	298	1.863809734453645						7	-0.1344868437949745	0.009028174918237389	376.0	3.3945937692572583																																																																	
139																					106	0.15788105105526215	0.006311473766518875	298	1.8808191824226248						137	0.1342470250555437	0.009152978383158022	376.0	3.441519872067416																																																																	
140																					168	-0.15775661521653003	0.006353348009613255	298	1.8932977068647499						199	-0.13347451973132596	0.009565488099742609	376.0	3.596623525503221																																																																	
141																					140	-0.15745670648479698	0.0064552950792633994	298	1.923677933620493						13	-0.13344891912693024	0.009579436786262803	376.0	3.601868231634814																																																																	
142																					124	-0.15684944286034128	0.006666215563796071	298	1.9865322380112291						118	-0.13316882504406932	0.009733232239963027	376.0	3.659695322226098																																																																	
143																					239	-0.15681312235770165	0.006679023934807474	298	1.9903491325726272						73	0.13280630833435106	0.009935536955839784	376.0	3.735761895395759																																																																	
144																					92	-0.15669476636488613	0.006720914869549778	298	2.002832631125834						75	-0.1326702855740783	0.010012402534773986	376.0	3.7646633530750186																																																																	
145																					259	-0.15637156329438753	0.006836508847553587	298	2.037279636570969						272	0.13249778682835894	0.01011063885808172	376.0	3.801600210638727																																																																	
146																					283	-0.15586090924927445	0.007022769954098502	298	2.0927854463213538						172	0.13224828183594528	0.01025424181053689	376.0	3.8555949207618707																																																																	
147																					147	0.15582170592677844	0.00703725504856113	298	2.0971020044712168						195	-0.13202173507291717	0.010386194399245792	376.0	3.905209094116418																																																																	
148																					30	-0.15562916508787497	0.007108784458813394	298	2.1184177687263914						234	0.1318167113659876	0.010506905753350069	376.0	3.9505965632596256																																																																	
149																					73	-0.15545913657376484	0.00717248969801456	298	2.137401930008339						194	-0.13168686756100786	0.010583994958527373	376.0	3.9795821044062922																																																																	
150																					244	0.15506729516351242	0.00732124768825093	298	2.181731811098777						251	0.13080027384069676	0.011123894154804451	376.0	4.182584202206473																																																																	
151																					232	-0.15489026903689915	0.007389352165064134	298	2.202026945189112						162	-0.12864924867730518	0.012536253075534612	376.0	4.713631156401014																																																																	
152																					228	0.15402874298801805	0.007728930776131691	298	2.303221371287244						168	0.12830663405480253	0.012775246983620191	376.0	4.803492865841192																																																																	
153																					80	0.15352170649683872	0.007935225340299954	298	2.3646971514093864						241	-0.12797486697105187	0.013010492140627166	376.0	4.891945044875815																																																																	
154																					186	0.15280078923158658	0.008236986768078275	298	2.4546220568873256						54	0.12796518946557323	0.013017411051963386	376.0	4.894546555538233																																																																	
155																					296	-0.15256310709699672	0.008338691759302866	298	2.484930144272254						18	0.12761306612292408	0.013271375565181435	376.0	4.990037212508219																																																																	
156																					159	0.15256020581674481	0.008339940101410787	298	2.4853021502204142						52	-0.12633730089539721	0.014228410710937098	376.0	5.349882427312349																																																																	
157																					204	0.15246904319576537	0.008379249721611956	298	2.497016417040363						15	0.12618191611423657	0.014349021553349084	376.0	5.3952321040592555																																																																	
158																					258	-0.15222124258517733	0.00848693669177181	298	2.5291071341479996						233	-0.1260367657915692	0.014462498775734283	376.0	5.43789953967609																																																																	
159																					136	0.15175871736490176	0.008691235192328159	298	2.5899880873137913						220	0.12518137204357074	0.015147382326225946	376.0	5.695415754660956																																																																	
160																					6	0.1516669884901745	0.008732267807295049	298	2.6022158065739247						87	-0.12496591448821837	0.015324313600296761	376.0	5.761941913711582																																																																	
161																					93	0.15110072353589749	0.008989407144819082	298	2.6788433291560865						221	-0.12493579093623729	0.015349194545263931	376.0	5.771297149019238																																																																	
162																					13	-0.15029850043442083	0.009365208249519646	298	2.7908320583568544						271	0.12479556787184935	0.015465480375014213	376.0	5.815020621005344																																																																	
163																					252	0.15028159454665815	0.009373275638562235	298	2.7932361402915458						167	0.12469836326925669	0.0155465438807033	376.0	5.845500499144441																																																																	
164																					87	-0.14986877930524153	0.009572192327665818	298	2.8525133136444136						34	-0.12449521264437416	0.015717164043969178	376.0	5.9096536805324105																																																																	
165																					209	-0.14970447618944588	0.009652398521291919	298	2.876414759344992						139	0.12446575195978617	0.015742042913563997	376.0	5.9190081355000626																																																																	
166																					274	-0.1494174332902253	0.009793952549159919	298	2.918597859649656						43	0.12417259749052316	0.015991490898510034	376.0	6.012800577839773																																																																	
