	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	он_PRON	он_PRON.1	он_PRON.2	он_PRON.3	он_PRON.4	хотеть_VERB	хотеть_VERB.1	хотеть_VERB.2	хотеть_VERB.3	хотеть_VERB.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	очень_ADV	очень_ADV.1	очень_ADV.2	очень_ADV.3	очень_ADV.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мы_PRON	мы_PRON.1	мы_PRON.2	мы_PRON.3	мы_PRON.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	знать_VERB	знать_VERB.1	знать_VERB.2	знать_VERB.3	знать_VERB.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	год_NOUN	год_NOUN.1	год_NOUN.2	год_NOUN.3	год_NOUN.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
55	55						181_дополнение-устранение	-0.14752592199504228	0.0279692792850014	222.0	6.209180001270312																300_беспокойство-спокойствие	0.11863963493254327	0.021392746313112648	376.0	8.043672613730356																					149_нищета-состояние	-0.15457107462210246	0.02805960604859216	202	5.668040421815616						221_получение_денег-отсутствие_денег	0.13685462889037586	0.04981839472394115	206.0	10.262589313131878																				
56	56						296_равенство-иерархия	0.1472484716140711	0.028268633910795475	222.0	6.275636728196597																216_старость-смерть	-0.11814777353931415	0.021941835752505717	376.0	8.25013024294215																					100_труд-отдых	-0.15453798296655968	0.02809365751175837	202	5.674918817375191																														
57	57						83_речь-текст	0.1471401451266635	0.028386254614501075	222.0	6.301748524419239																279_соблюдение_закона-правонарушение	-0.11786062996287144	0.02226800131389458	376.0	8.372768494024363																					73_наука-физический_труд	-0.15450991399183756	0.02812256831438777	202	5.68075879950633																														
58	58						284_учеба-производство	0.14693199828685558	0.02861343568326953	222.0	6.352182721685836																190_погода-животное	0.11737876800699686	0.022824786031516643	376.0	8.582119547850258																					262_серьезность-шутка	-0.15443661273887288	0.02819818800547462	202	5.6960339771058734																														
59	59						195_болезнь-работа	0.14430002615946474	0.03162289881981828	222.0	7.020283537999657																110_негативные_эмоции-положительные_эмоции	-0.11717920265779187	0.0230588851096872	376.0	8.670140801242388																					87_народ-власть	0.15443297268752526	0.028201947715695237	202	5.696793438570437																														
60	60						209_отрицание-утверждение	-0.14376295094728708	0.032269052364402764	222.0	7.163729624897412																189_наука-религия	-0.11686018679639185	0.023437418592314456	376.0	8.812469390710236																					117_живая_природа-неживая_природа	0.1543598691860509	0.028277545152684463	202	5.712064120842261																														
61	61						130_размеренная_жизнь-напряжённая_жизнь	0.1436353916734381	0.032424159139946604	222.0	7.198163329068147																29_негативные_чувства-духовные_чувства	0.11685802040491453	0.02344000741384244	376.0	8.813442787604757																					295_прощение-мстительность	0.1543446884219704	0.028293265521528763	202	5.7152396353488095																														
62	62						60_восстание-смирение	0.14326053611656234	0.03288364376658689	222.0	7.300168916182289																69_труд-месть	0.1166767963915758	0.023657445820226976	376.0	8.895199628405344																					222_религия-повседневность	0.15427082744184387	0.028369858593153517	202	5.7307114358170095																														
63	63						240_осторожность-риск	-0.14323245759884576	0.03291828320202777	222.0	7.307858870850165																100_труд-отдых	0.11667000689932533	0.023665625834544884	376.0	8.898275313788876																					250_быт-война	0.15419009720127952	0.028453777739125836	202	5.747663103303419																														
64	64						32_разруха-реализация	0.1431334591163542	0.03304066162531707	222.0	7.335026880820389																182_светское_общество-религия	-0.11660121350493716	0.02374864640174228	376.0	8.929491047055098																					198_обучение-достижение	0.15417935936370072	0.0284649557048371	202	5.749921052377094																														
65	65						79_многообразие-единство	0.1414054480847787	0.03523986292356042	222.0	7.823249569030413																297_юмор-суровость	0.11653480164096085	0.023829031521403025	376.0	8.959715852047538																					12_частное-общее	-0.1540821082748071	0.02856636405628125	202	5.770405539368813																														
66	66						80_сон-бодрствование	0.1407775797115222	0.03606909313543022	222.0	8.007338676065508																269_власть-беспорядок	0.11639073115589355	0.02400422332555621	376.0	9.025587970409132																					42_деструктивная_коммуникация-конструктивная_коммуникация	0.15406792730956648	0.02858117699365985	202	5.773397752719291																														
67	67						90_отдых-напряжение	0.14049882854884435	0.036442503915346765	222.0	8.09023586920698																78_популярность-безвестность	-0.11637803993456845	0.024019709214542332	376.0	9.031410664667916																					287_вода-земля	-0.1539951952574899	0.028657253572144218	202	5.788765221573132																														
68	68						108_творчество-власть	-0.14048026217948392	0.03646749092817902	222.0	8.095782986055742																148_усталость-бодрость	0.11604942508479472	0.024423701675613915	376.0	9.183311830030833																					229_закрытие-открытие	0.15394794215774554	0.028706772262656145	202	5.798767997056541																														
69	69						118_покой-беспокойство	0.13998753019171295	0.03713593786772816	222.0	8.244178206635652																48_отдаление-приближение	0.11568018080128376	0.024884627760266467	376.0	9.356620037860193																					142_равенство-иерархия	0.15392999120782838	0.028725603044108712	202	5.8025718149099585																														
70	70						256_фильм-жизнь	-0.13986557002270372	0.037302981078995635	222.0	8.281261799537031																137_вертикальные_отношения-горизонтальные_отношения	0.1156521478148955	0.024919925646670414	376.0	9.369892043148077																					51_творческая_реализация - эмоциональное_переживание	-0.1539235113806852	0.028732403060205837	202	5.80394541816158																														
71	71						242_отдых-работа	0.13945840726634606	0.03786526047897087	222.0	8.406087826331532																17_полемика-консенсус	-0.1148717515893308	0.025920048053614714	376.0	9.745938068159132																					148_усталость-бодрость	0.1538340171890559	0.02882646024019349	202	5.822944968519084																														
72	72						262_серьезность-шутка	-0.13938725530204546	0.03796425045633363	222.0	8.428063601306066																171_работа-отдых	0.11486793727180873	0.025925019986374077	376.0	9.747807514876651																					25_скрытность-прозрачность	0.15380811728372218	0.02885372972883033	202	5.828453405223727																														
73	73						1_иерархия-равенство	-0.13898400516341064	0.03852941021695695	222.0	8.553529068164442																77_природные_процессы-военные_процессы	-0.11464285273503265	0.02621987375742555	376.0	9.858672532792006																					32_разруха-реализация	0.15379725300495364	0.028865175069643742	202	5.830765364068036																														
74	74						223_бытовые_ситуации-глобальные_происшествия	-0.13858527416985694	0.03909520252500681	222.0	8.679134960551512																91_здоровье-болезнь	-0.114432251644991	0.026498364069144388	376.0	9.96338488999829																					213_обозрение-сокрытие	-0.15378678699985002	0.028876204503871437	202	5.8329933097820295																														
75	75						165_улучшение-ухудшение	-0.1384500629308977	0.03928864917464143	222.0	8.722080116770398																51_творческая_реализация - эмоциональное_переживание	0.11376472496936928	0.027397955129508374	376.0	10.301631128695151																					235_процесс-итог	0.15375077212761684	0.028914185727689338	202	5.840665516993246																														
76	76						9_трудности-отсутствие_проблем	0.1379193980795526	0.04005568959378543	222.0	8.892363089820368																295_прощение-мстительность	-0.1136448060447169	0.027562314020742582	376.0	10.363430071799211																					286_начало-конец	0.1537321527385372	0.02893383843595069	202	5.8446353640620385																														
77	77						59_увядание-расцвет	0.13738163405899906	0.04084582313402045	222.0	9.06777273575254																154_знание-сомнение	-0.1136234425768516	0.027591683152725185	376.0	10.37447286542467																					1_иерархия-равенство	0.15371489266423824	0.028952066583487694	202	5.848317449864514																														
78	78						282_путешествие-домоседство	-0.1371120035811321	0.04124690173046226	222.0	9.156812184162623																2_неживая_природа-живая_природа	0.11362216014185175	0.027593447017510302	376.0	10.375136078583873																					165_улучшение-ухудшение	-0.15367355392689253	0.028995763796232088	202	5.857144286838883																														
79	79						113_скрытность-прозрачность	-0.13692491954367328	0.04152713415871142	222.0	9.219023783233936																101_фиксация-пересмотр	0.1135252623821759	0.027727000931775055	376.0	10.425352350347422																					205_отдых-рабочий_процесс	0.15364023804575352	0.029031021418534426	202	5.8642663265439525																														
80	80						73_наука-физический_труд	-0.13624960767278593	0.04255203694428583	222.0	9.446552201631457																296_равенство-иерархия	-0.11337016871260396	0.027941921545463256	376.0	10.506162501094185																					176_животное-человек	0.1536284020965345	0.02904355601284462	202	5.866798314594612																														
81	81						292_экстрим-повседневность	-0.13589207611107276	0.0431032002610204	222.0	9.568910457946528																174_праздник-быт	-0.11325507290513158	0.02810233841392847	376.0	10.566479243637104																					270_древность-современность	-0.1536109132732657	0.029062085617733813	202	5.870541294782231																														
82	82						17_полемика-консенсус	0.13539728227808415	0.04387583852084389	222.0	9.740436151627344																281_домоседство-путешествие	-0.11316685677585385	0.02822582582591585	376.0	10.61291051054436																					191_техническое_взаимодействие-животные_взаимоотношения	-0.15358261827674485	0.029092085869792388	202	5.876601345698062																														
83	83						11_приобретение-постоянное_местонахождение	0.13522952957264975	0.044140412652900265	222.0	9.799171608943857																26_ненависть-дружба	0.11308382270073712	0.028342484444076194	376.0	10.656774150972648																					294_испытание-безмятежность	-0.15356073063788522	0.029115310753543882	202	5.881292772215865																														
84	84						74_тёплые_чувства-холодные_чувства	-0.13521383171762452	0.04416523909050805	222.0	9.804683078092788																85_направление-дезориентация	0.11280137603022515	0.02874240995989138	376.0	10.807146144919159																					98_разрушение-поддержание	-0.15355608838671694	0.029120238662301505	202	5.882288209784903																														
85	85						2_неживая_природа-живая_природа	-0.13490425734982692	0.044657233099036665	222.0	9.91390574798614																209_отрицание-утверждение	0.11236528666842936	0.029369385051106662	376.0	11.042888779216103																					190_погода-животное	0.15354859020651826	0.02912819974226187	202	5.883896347936897																														
86	86						14_изобилие-недостаток	-0.1347006875003772	0.04498325444314946	222.0	9.98628248637918																131_процесс-завершение	-0.1121003279173385	0.029756016423988414	376.0	11.188262175419641																					103_познание-непостижимость	0.1535228671523545	0.02915552493685795	202	5.889416037245307																														
87	87						33_абстрактная_работа-конкретная_работа	0.13464398087986393	0.045074425434485775	222.0	10.006522446455842																143_неважность-значимость	0.11203246675705728	0.02985573864993685	376.0	11.225757732376255																					291_работа-санкция	-0.15351023418645038	0.029168952751683675	202	5.892128455840102																														
88	88						99_благоразумие-безолаберность	0.1344628338653659	0.045366704760595976	222.0	10.071408456852307																1_иерархия-равенство	0.11177031783515347	0.03024365986311385	376.0	11.371616108530807																					156_физический_труд-умственный_труд	-0.1535007617307682	0.029179024666004614	202	5.894162982532933																														
89	89						283_героизм-малодушие	-0.13332930875858975	0.04723187925718539	222.0	10.485477195095157																86_доказательство-совпадение	-0.1116874995978134	0.030367105337176344	376.0	11.418031606778305																					5_польза-вред	0.1534475941266985	0.029235612089919056	202	5.905593642163649																														
90	90						167_дополнение-устранение	-0.13324097563430562	0.047379880091072434	222.0	10.51833338021808																13_личные_отношения-иерархические_отношения	-0.11116339401695624	0.03115835555689501	376.0	11.715541689392525																					43_энергия-покой	0.15344360724295067	0.02923985919073164	202	5.906451556527791																														
91	91						213_обозрение-сокрытие	0.13264086427821273	0.04839564419300384	222.0	10.743833010846851																265_радость-недовольство	0.1110946394875382	0.03126345141319197	376.0	11.755057731360182																					146_разум-чувство	0.15340710913950206	0.029278763958856636	202	5.91431031968904																														
92	92						7_чужбина-родной_дом	-0.13223192607757736	0.049098179413997495	222.0	10.899795829907443																282_путешествие-домоседство	0.11105536293375064	0.03132362407692453	376.0	11.777682652923625																					7_чужбина-родной_дом	-0.15339948448028784	0.02928689696322347	202	5.915953186571142																														
93	93						66_курируемый-куратор	-0.1322300477385303	0.04910142581295663	222.0	10.900516530476372																21_получение_результата-разработка	-0.11090607053474696	0.0315532476104353	376.0	11.86402110152367																					269_власть-беспорядок	0.1533990134324519	0.029287399479649225	202	5.916054694889143																														
94	94																										53_подчинение-неповиновение	-0.11089485863177287	0.03157055030694412	376.0	11.870526915410988																					68_власть-народ	-0.1533852904925444	0.02930204241963394	202	5.919012568766056																														
95	95																										11_приобретение-постоянное_местонахождение	-0.1107962143356598	0.031723132134118766	376.0	11.927897682428654																					211_больница-дом	0.15336639990154868	0.029322209681101	202	5.923086355582401																														
96	96																										288_радость-недовольство	-0.1107180226636794	0.03184452514086382	376.0	11.973541452964795																					290_статистика-отсутствие_системы	-0.15328201453584558	0.029412442794326518	202	5.9413134444539555																														
97	97																										10_рутина-отдых	-0.11046232934525904	0.0322442636313871	376.0	12.123843125401551																					268_отдых-работа	-0.15327965298582835	0.029414971401636077	202	5.941824223130487																														
98	98																										20_покой-беспокойство	0.1104094494106982	0.03232746580950535	376.0	12.15512714437401																					16_воля-неволя	0.1532681892556993	0.02942724871947826	202	5.944304241334609																														
99	99																										284_учеба-производство	-0.11020545918771857	0.03265014614299218	376.0	12.27645494976506																					130_размеренная_жизнь-напряжённая_жизнь	-0.15323669996812575	0.029460995336509286	202	5.951121057974876																														
100	100																										167_дополнение-устранение	0.10948478684316827	0.03381222401359454	376.0	12.713396229111545																					45_наука-быт	-0.15312995590497858	0.02957563734884145	202	5.974278744465972																														
101	101																										118_покой-беспокойство	-0.10939359659592153	0.03396174820940589	376.0	12.769617326736615																					53_подчинение-неповиновение	-0.15312412752660315	0.029581907914816432	202	5.975545398792918																														
102	102																										198_обучение-достижение	0.10919123474810254	0.03429557197481525	376.0	12.895135062530533																					48_отдаление-приближение	0.1531024565142765	0.029605233019160487	202	5.98025706987042																														
103	103																										44_упорядоченность-однородная_масса	-0.1090866958186661	0.0344691146195658	376.0	12.96038709695674																					118_покой-беспокойство	-0.15307914508974296	0.02963034126784128	202	5.9853289361039375																														
104	104																										130_размеренная_жизнь-напряжённая_жизнь	-0.108942946468796	0.03470896936490026	376.0	13.050572481202499																					56_протест-мир	0.15304952216416376	0.029662273723069555	202	5.99177929206005																														
105	105																										139_свобода-неволя	0.10886916960534684	0.034832620998363234	376.0	13.097065495384571																					289_недовольство-радость	0.1530149430406485	0.029699585931421774	202	5.999316358147199																														
106	106																										47_журналистика-литература	-0.10884405545401137	0.03487479824988576	376.0	13.112924141957047																					28_неисправность-отлаженность	-0.15299532926771875	0.02972076774745729	202	6.003595084986372																														
107	107																										253_соблюдение_закона-правонарушение	-0.10868175750714536	0.035148413559447464	376.0	13.215803498352244																					220_власть-наука	0.152994513051682	0.02972164949606445	202	6.003773198205018																														
108	108																										158_конец-начало	0.1079282655158049	0.036442738039141394	376.0	13.702469502717163																					29_негативные_чувства-духовные_чувства	0.15298537645388682	0.029731521179160763	202	6.005767278190472																														
109	109																										43_энергия-покой	0.10768686444019893	0.036865872710291576	376.0	13.861568139069634																					224_власть-отставка	-0.1529804844755419	0.02973680789186172	202	6.006835194156068																														
110	110																										234_холодное_отношение-тёплое_отношение	0.10710859134119674	0.037896464550861236	376.0	14.249070671123825																					280_радость-недовольство	-0.15297970054805066	0.029737655149136212	202	6.007006340125513																														
111	111																										112_профессиональный-любительский	-0.1069821783495312	0.038124978466574734	376.0	14.3349919034321																					76_мир-война	-0.15294524371511092	0.0297749159442155	202	6.014533020731531																														
112	112																										177_изыскание-решение	0.10680043429889544	0.03845555731299387	376.0	14.459289549685694																					173_отдых-работа	-0.15293191950189636	0.029789335107558827	202	6.017445691726882																														
113	113																										262_серьезность-шутка	0.10668006498303406	0.038675833265931665	376.0	14.54211330799031																					240_осторожность-риск	0.1529203996991415	0.029801806380976237	202	6.019964888957199																														
114	114																										119_окончание-процесс	0.10655313163432276	0.03890927725456424	376.0	14.629888247716154																					86_доказательство-совпадение	-0.15288238930466186	0.029842987826577582	202	6.0282835409686735																														
115	115																										66_курируемый-куратор	0.1063511032692469	0.03928328732841239	376.0	14.770516035483055																					62_жизнь-смерть	0.15285904176747125	0.029868307217567207	202	6.033398057948577																														
116	116																										95_доброта-злость	-0.10597931170251926	0.039979523542308416	376.0	15.032300851907966																					271_бюрократия-творчество	0.15285145522910484	0.0298765384337092	202	6.035060763609258																														
117	117																										292_экстрим-повседневность	0.10589908017872336	0.040131129284755165	376.0	15.08930461106794																					131_процесс-завершение	-0.15281832057464584	0.02991251144648365	202	6.042327312189697																														
118	118																										38_личное-общее	-0.10486815309518548	0.04212277590891805	376.0	15.838163741753185																					143_неважность-значимость	-0.15276178405724913	0.029973976277361883	202	6.0547432080271																														
119	119																										242_отдых-работа	0.10474546158608143	0.04236525780340426	376.0	15.929336934080006																					298_очевидный-скрытый	0.15275885849363427	0.029977159793512963	202	6.0553862782896175																														
120	120																										31_интеллект-культура	-0.10428217907639536	0.04329149834771615	376.0	16.277603378741272																					251_недостаток-достоинство	0.15274281035198015	0.029994628061892764	202	6.058914868502338																														
121	121																										228_народ-власть	-0.1041528101333308	0.043553169074158564	376.0	16.37599157188362																					22_деятельность_наверху-деятельность_в_земле	0.15272136572988074	0.030017983908195312	202	6.0636327494554525																														
122	122																										93_учёба-отдых	-0.10410620161326917	0.043647768220636665	376.0	16.411560850959386																					107_мир-драка	0.15268201163634249	0.030060885744543023	202	6.072298920397691																														
123	123																										122_неопределенная_тема-здоровье	-0.10360014286184983	0.0446860647644512	376.0	16.801960351433653																					214_спешка-неторопливость	-0.1526456007123186	0.030100625656958875	202	6.080326382705692																														
124	124																										254_свобода-неволя	0.10302009853430788	0.04590160521137355	376.0	17.259003559476454																					257_тёплые_чувства-холодные_чувства	0.1526249068429772	0.03012323149579152	202	6.084892762149887																														
125	125																										109_убожество-роскошь	0.102407000091916	0.04721644838090516	376.0	17.75338459122034																					228_народ-власть	-0.15262149955123985	0.030126954985609387	202	6.085644907093098																														
126	126																										105_сущность-внешность	-0.1023896136311299	0.04725419048203641	376.0	17.76757562124569																					9_трудности-отсутствие_проблем	-0.15260226447650985	0.03014798244734768	202	6.089892454364231																														
127	127																										206_расслабление-напряжение	-0.10225935802124936	0.047537750751173384	376.0	17.874194282441195																					259_процесс-итог	-0.15259206459636224	0.03015913786343397	202	6.0921458484136615																														
128	128																										169_потеря-приобретение	-0.10224025997773194	0.04757944581035747	376.0	17.889871624694408																					225_кража-находка	0.1525380752519525	0.0302182436404818	202	6.104085215377324																														
129	129																										75_действующее_лицо-зритель	-0.10223392246306601	0.04759328870715267	376.0	17.895076553889407																					249_порыв-покой	0.1525318674034796	0.0302250461190408	202	6.1054593160462405																														
130	130																										205_отдых-рабочий_процесс	-0.10163670786494246	0.048912987939787864	376.0	18.391283465360235																					254_свобода-неволя	0.15252643836622148	0.030230996256927732	202	6.106661243899401																														
131	131																																																			202_отставание-лидерство	-0.1524731334641042	0.03028947064812717	202	6.118473070921688																														
132	132																																																			129_успех-беда	0.15244353361777874	0.03032198270439672	202	6.125040506288136																														
133	133																																																			182_светское_общество-религия	-0.15237533868772302	0.03039700032872698	202	6.1401940664028505																														
134	134																																																			30_стихийное_собрание-мероприятия	-0.15236602543171504	0.030407257618115757	202	6.142266038859383																														
135	135																																																			106_кончина-вечное_искусство	0.15235780667213522	0.030416311919061606	202	6.144095007650443																														
136	136																																																			61_единство-разрозренность	-0.15231989370446855	0.03045810898595918	202	6.152538015163755																														
137	137																																																			96_наука-быт	-0.15230744715168287	0.030471841332286517	202	6.155311949121878																														
138	138																																																			102_фантастика-реальность	-0.15228040964814274	0.030501690137637243	202	6.161341407802722																														
139	139																																																			266_мир-война	0.15224375504691107	0.03054219580363068	202	6.1695235523333976																														
140	140																																																			285_опасность-безопасность	0.15223981932811986	0.030546547747990312	202	6.170402645094043																														
141	141																																																			108_творчество-власть	0.15223559935203185	0.030551214598765343	202	6.1713453489506																														
142	142																																																			72_недостаток-достоинство	0.1522352721184735	0.030551576510136607	202	6.171418455047594																														
143	143																																																			215_творчество-власть	-0.15218980010341535	0.030601902865878706	202	6.181584378907497																														
144	144																																																			261_болезнь-здоровье	-0.15214228448164996	0.030654566470872786	202	6.192222427116302																														
145	145																																																			283_героизм-малодушие	-0.15213646043487622	0.030661026823160374	202	6.193527418278396																														
146	146																																																			181_дополнение-устранение	-0.15212332224629235	0.030675604684391827	202	6.196472146247149																														
147	147																																																			145_высказывание-умалчивание	-0.15208948658880336	0.0307131752260248	202	6.20406139565701																														
148	148																																																			194_контроль-бесконтрольность	-0.15207227587227864	0.030732300756413714	202	6.207924752795568																														
149	149																																																			178_мыслительная_работа-физическая_работа	-0.15205195298482235	0.030754897776258037	202	6.2124893508041215																														
150	150																																																			11_приобретение-постоянное_местонахождение	-0.15203792578871764	0.030770502874294458	202	6.215641580607481																														
151	151																																																			167_дополнение-устранение	0.15202670912967745	0.030782986135911863	202	6.218163199454197																														
152	152																																																			296_равенство-иерархия	-0.15199787692840605	0.03081509391936342	202	6.224648971711411																														
153	153																																																			264_безопасность-опасность	-0.15197142842501182	0.030844572287558082	202	6.230603602086733																														
154	154																																																			299_веселье-грусть	-0.15196651670267367	0.03085004932735633	202	6.2317099641259786																														
155	155																																																			83_речь-текст	-0.1519425475099803	0.03087678915848434	202	6.237111410013838																														
156	156																																																			115_наследство-собственность	-0.15189243724680349	0.030932755552146463	202	6.248416621533584																														
157	157																																																			218_трусость-мужество	-0.15188512508437438	0.03094092947108163	202	6.250067753158491																														
158	158																																																			180_потребление-вывод	0.15186045738285134	0.030968517898922205	202	6.255640615582287																														
159	159																																																			55_армия-гражданская_жизнь	0.15185206102695792	0.030977913186661644	202	6.257538463705652																														
160	160																																																			197_проблема-решение_проблем	-0.15182069207799712	0.031013035649987076	202	6.264633201297388																														
161	161																																																			221_получение_денег-отсутствие_денег	0.15179738422041614	0.031039154417606938	202	6.269909192356602																														
162	162																																																			297_юмор-суровость	0.15174240050627366	0.03110084337480492	202	6.282370361710592																														
163	163																																																			79_многообразие-единство	-0.1517242170139731	0.031121267302075536	202	6.2864959950192585																														
164	164																																																			135_запрет-толчок	0.15169987025000367	0.03114863178105865	202	6.292023619773848																														
165	165																																																			69_труд-месть	-0.15168078682277114	0.031170094871252475	202	6.2963591639929986																														
166	166																																																			230_отступление-наступление	-0.15167844640840722	0.031172727997232818	202	6.29689105544103																														
167	167																																																			274_единство-разрозренность	-0.15162566719038947	0.031232158549141176	202	6.308896026926518																														
168	168																																																			36_спокойствие-деятельность	-0.15162414079508682	0.031233878738220124	202	6.309243505120466																														
169	169																																																			282_путешествие-домоседство	-0.1516218843740864	0.03123642178611351	202	6.309757200794929																														
170	170																																																			104_неподвижность-подвижность	0.15161532280874507	0.031243817850809343	202	6.311251205863488																														
171	171																																																			136_апатия-взбудораженность	0.15158196713995814	0.03128143875503499	202	6.318850628517067																														
172	172																																																			63_мир-война	-0.15157933478697486	0.03128440935218885	202	6.3194506891421485																														
173	173																																																			4_праздник-быт	0.1515390876680474	0.03132985794698147	202	6.328631305290258																														
174	174																																																			253_соблюдение_закона-правонарушение	-0.151537733569421	0.03133138802430588	202	6.328940380909788																														
175	175																																																			184_правонарушение-соблюдение_закона	0.15153281283522707	0.03133694879301185	202	6.3300636561883925																														
176	176																																																			188_страх-надёжность	0.15150394849931442	0.03136958440684075	202	6.336656050181831																														
177	177																																																			110_негативные_эмоции-положительные_эмоции	-0.1514945631804941	0.0313802021998238	202	6.338800844364407																														
178	178																																																			272_образование-невежество	0.15148803581139536	0.03138758854292163	202	6.34029288567017																														
179	179																																																			200_природа-техника	0.1513776842388391	0.03151268614780287	202	6.3655626018561815																														
180	180																																																			239_радость-недовольство	0.1513560261474954	0.03153728812239367	202	6.370532200723522																														
181	181																																																			208_неживая_природа-живая_природа	0.1513376867673132	0.03155813307092899	202	6.3747428803276565																														
182	182																																																			139_свобода-неволя	0.15130363079465878	0.031596872960643105	202	6.382568338049908																														
183	183																																																			99_благоразумие-безолаберность	-0.15120055135167926	0.031714376292586444	202	6.406304011102463																														
184	184																																																			54_реальность-когнитивные_процессы	-0.15119352201283626	0.03172240277266963	202	6.407925360079267																														
185	185																																																			233_неопределенная_тема-часть_целого	-0.1511749312809785	0.03174363901061871	202	6.412215080144978																														
186	186																																																			65_серьёзность-веселье	-0.15115812819662225	0.03176284362258101	202	6.416094411761365																														
187	187																																																			31_интеллект-культура	0.15102412750824049	0.0319163500582703	202	6.447102711770602																														
188	188																																																			159_реальная_жизнь-выдуманная_жизнь	0.1510218043035644	0.031919016995882614	202	6.447641433168287																														
189	189																																																			26_ненависть-дружба	0.15101710784253858	0.03192440890731421	202	6.4487305992774715																														
190	190																																																			204_столкновение-мир	0.15101556734049962	0.031926177695164495	202	6.4490878944232275																														
191	191																																																			158_конец-начало	-0.1509508082095419	0.03200060889389792	202	6.46412299656738																														
192	192																																																			154_знание-сомнение	0.15092548274945009	0.032029756952595245	202	6.470010904424241																														
193	193																																																			23_мир-конфликт	0.15092210860583458	0.032033642090409195	202	6.470795702262657																														
194	194																																																			112_профессиональный-любительский	-0.15084760393987456	0.03211953226266948	202	6.488145517059233																														
195	195																																																			189_наука-религия	-0.15081538960362698	0.03215673007919224	202	6.495659475996832																														
196	196																																																			138_война-мир	0.1507993654180478	0.03217524680944814	202	6.499399855508523																														
197	197																																																			277_неживая_природа-живая_природа	-0.15072051915464074	0.03226648966719305	202	6.517830912772995																														
198	198																																																			24_активность-пассивность	-0.1506772618731854	0.03231664147961127	202	6.527961578881477																														
199	199																																																			223_бытовые_ситуации-глобальные_происшествия	-0.15065625706286673	0.03234101802502624	202	6.532885641055301																														
200	200																																																			93_учёба-отдых	0.1505992260698492	0.03240728261997717	202	6.546271089235388																														
201	201																																																			126_путешествие-конец_движения	0.1505966660848352	0.032410259784535635	202	6.546872476476198																														
202	202																																																			206_расслабление-напряжение	-0.15055771988670322	0.032455581409684735	202	6.556027444756317																														
203	203																																																			232_проблема-решение_проблем	0.15054108818134793	0.03247495210902188	202	6.559940326022419																														
204	204																																																			186_движение-неподвижность	-0.15051373787821734	0.03250682797108485	202	6.56637925015914																														
205	205																																																			121_несовременность-актуальность	0.15040857914029754	0.032629634813692326	202	6.591186232365849																														
206	206																																																			15_древняя_работа-современная_работа	0.15040786540209478	0.032630469679423936	202	6.5913548752436375																														
207	207																																																			137_вертикальные_отношения-горизонтальные_отношения	-0.15040772139491165	0.03263063812806955	202	6.591388901870049																														
208	208																																																			216_старость-смерть	-0.15039961841164162	0.032640117572295464	202	6.593303749603683																														
209	209																																																			199_уют-неуют	0.15031449577798342	0.03273984159454825	202	6.613448002098746																														
210	210																																																			246_чистота-беспорядок	-0.15028987859223308	0.032768729679256425	202	6.619283395209798																														
211	211																																																			162_история-одномоментное_происшествие	-0.15026848263757073	0.03279385526589931	202	6.624358763711661																														
212	212																																																			120_усталость-покой	-0.15025091445259145	0.032814498084346395	202	6.628528613037973																														
213	213																																																			74_тёплые_чувства-холодные_чувства	0.15024678401275218	0.03281935300135043	202	6.6295093062727855																														
214	214																																																			193_порядок-беспорядок	0.15018624169160147	0.03289058448807978	202	6.643898066592115																														
215	215																																																			47_журналистика-литература	0.15018169818949334	0.032895935472001335	202	6.644978965344271																														
216	216																																																			125_разработка-разрушение	0.1501208157975678	0.0329677094195096	202	6.659477302740939																														
217	217																																																			281_домоседство-путешествие	-0.15005113771323422	0.03305001579123558	202	6.676103189829588																														
218	218																																																			64_человеческое_взаимодействие-механическое_взаимодействие	-0.1500434049194355	0.0330591608098899	202	6.67795048359776																														
219	219																																																			20_покой-беспокойство	0.15001319148818926	0.033094912670738566	202	6.685172359489191																														
220	220																																																			171_работа-отдых	0.14991463042465822	0.03321176939051658	202	6.708777416884349																														
221	221																																																			157_отсутствие_чувств-чувства	0.14989559224003365	0.033234381925762405	202	6.713345149004007																														
222	222																																																			66_курируемый-куратор	0.14988933618068995	0.033241815391513115	202	6.714846709085647																														
223	223																																																			170_спокойствие-суматоха	0.1498214760335458	0.033322537762391975	202	6.731152628003179																														
