	Unnamed: 0	свой_DET	свой_DET.1	свой_DET.2	свой_DET.3	свой_DET.4	они_PRON	они_PRON.1	они_PRON.2	они_PRON.3	они_PRON.4	время_NOUN	время_NOUN.1	время_NOUN.2	время_NOUN.3	время_NOUN.4	человек_NOUN	человек_NOUN.1	человек_NOUN.2	человек_NOUN.3	человек_NOUN.4	она_PRON	она_PRON.1	она_PRON.2	она_PRON.3	она_PRON.4	думать_VERB	думать_VERB.1	думать_VERB.2	думать_VERB.3	думать_VERB.4	мочь_VERB	мочь_VERB.1	мочь_VERB.2	мочь_VERB.3	мочь_VERB.4	мой_DET	мой_DET.1	мой_DET.2	мой_DET.3	мой_DET.4	жизнь_NOUN	жизнь_NOUN.1	жизнь_NOUN.2	жизнь_NOUN.3	жизнь_NOUN.4	потом_ADV	потом_ADV.1	потом_ADV.2	потом_ADV.3	потом_ADV.4	первый_ADJ	первый_ADJ.1	первый_ADJ.2	первый_ADJ.3	первый_ADJ.4	хороший_ADJ	хороший_ADJ.1	хороший_ADJ.2	хороший_ADJ.3	хороший_ADJ.4	еще_ADV	еще_ADV.1	еще_ADV.2	еще_ADV.3	еще_ADV.4	произойти_VERB	произойти_VERB.1	произойти_VERB.2	произойти_VERB.3	произойти_VERB.4	ждать_VERB	ждать_VERB.1	ждать_VERB.2	ждать_VERB.3	ждать_VERB.4	день_NOUN	день_NOUN.1	день_NOUN.2	день_NOUN.3	день_NOUN.4	видеть_VERB	видеть_VERB.1	видеть_VERB.2	видеть_VERB.3	видеть_VERB.4	жить_VERB	жить_VERB.1	жить_VERB.2	жить_VERB.3	жить_VERB.4	ничто_PRON	ничто_PRON.1	ничто_PRON.2	ничто_PRON.3	ничто_PRON.4
42	42																																																								205_отдых-рабочий_процесс	-0.286582749579662	0.012676953408931569	75	0.9507715056698676	248_спор-согласие	-0.253226428350074	0.034421221469915185	70.0	2.4094855028940634						210_спешка-неторопливость	-0.3824837336654732	0.028036547116704315	33.0	0.9252060548512424																				
43	43																																																								74_тёплые_чувства-холодные_чувства	-0.28649016678511185	0.012707002229708731	75	0.9530251672281548	93_учёба-отдых	-0.2522694053845539	0.035131520758173475	70.0	2.459206453072144						166_порядочность-мошенничество	0.3815953864764819	0.02843390357480537	33.0	0.9383188179685772																				
44	44																																																								79_многообразие-единство	-0.28620660840877765	0.012799418777870388	75	0.9599564083402792	2_неживая_природа-живая_природа	0.2516557425857777	0.035593384137446324	70.0	2.4915368896212433						199_уют-неуют	-0.3808637833969712	0.028764599872040292	33.0	0.9492317957773296																				
45	45																																																								226_человек-транспорт	0.28514561840648683	0.013150399416742745	75	0.986279956255706	147_рассудительность-беспокойство	-0.2511961072209714	0.03594262892075798	70.0	2.5159840244530587						224_власть-отставка	-0.3800804536341885	0.02912215935695352	33.0	0.9610312587794662																				
46	46																																																								73_наука-физический_труд	0.28388597849440866	0.013577887593970184	75	1.0183415695477638	206_расслабление-напряжение	-0.25060694353519525	0.03639446664139775	70.0	2.5476126648978425						30_стихийное_собрание-мероприятия	-0.3792232112429372	0.029517614257553174	33.0	0.9740812704992547																				
47	47																																																								66_курируемый-куратор	0.2835826490955089	0.013682607535184169	75	1.0261955651388126	90_отдых-напряжение	-0.24860248694460946	0.03796729745583975	70.0	2.6577108219087817						91_здоровье-болезнь	-0.3789463037011845	0.029646288507435763	33.0	0.9783275207453802																				
48	48																																																								199_уют-неуют	0.2834682486768851	0.013722283584067088	75	1.0291712688050316	212_наука-быт	0.2477224277389919	0.03867549111529848	70.0	2.7072843780708933						234_холодное_отношение-тёплое_отношение	-0.3778294427331112	0.030169936333928806	33.0	0.9956078990196504																				
49	49																																																								133_торможение-развитие	-0.2834580528643991	0.013725824492726857	75	1.0294368369545142	227_иерархия-равенство	0.24689637265802025	0.03935017813349625	70.0	2.7545124693447374						235_процесс-итог	-0.3778203103417126	0.03017424904425782	33.0	0.995750218460508																				
50	50																																																								237_низшие_слои-высшие_слои	0.28306373530435336	0.013863374805377993	75	1.0397531104033493	146_разум-чувство	0.24610944986916125	0.04000196169414662	70.0	2.8001373185902634						5_польза-вред	0.3773420817057253	0.03040079374729134	33.0	1.0032261936606142																				
51	51																																																								163_человек-инструмент	-0.2829503509533229	0.013903146761549752	75	1.0427360071162315	26_ненависть-дружба	-0.24604200118727476	0.040058241520727685	70.0	2.804076906450938						95_доброта-злость	-0.375992719569838	0.031047504550770662	33.0	1.024567650175432																				
52	52																																																								95_доброта-злость	-0.2827726074044584	0.01396569257640231	75	1.0474269432301733	20_покой-беспокойство	0.2453745828918091	0.04061868975443855	70.0	2.8433082828106984						96_наука-быт	-0.37446019862876573	0.0317955616902702	33.0	1.0492535357789166																				
53	53																																																								162_история-одномоментное_происшествие	-0.2824810434656453	0.014068817146745679	75	1.0551612860059258	133_торможение-развитие	0.2439988452420586	0.04179444734617977	70.0	2.9256113142325844						229_закрытие-открытие	0.372940964863818	0.032551563470432664	33.0	1.0742015945242778																				
54	54																																																								271_бюрократия-творчество	0.2824595467915608	0.014076446383522147	75	1.0557334787641608	286_начало-конец	-0.2431371853760668	0.042545097780214175	70.0	2.9781568446149924						278_физический_труд-умственный_труд	-0.3722753594847856	0.03288735966437046	33.0	1.085282868924225																				
55	55																																																								244_смерть-жизнь	-0.2817190911604105	0.014341428038601813	75	1.0756071028951362	85_направление-дезориентация	0.2405366113174436	0.04487850421612607	70.0	3.1414952951288253						252_современность-древность	0.3703247297700686	0.03388771085768151	33.0	1.11829445830349																				
56	56																																																								18_уменьшение-расширение	-0.2815628421963117	0.014397890960669197	75	1.0798418220501895	150_безопасность-опасность	0.24013570248818866	0.045247441467280575	70.0	3.16732090270964						285_опасность-безопасность	0.3689036735507749	0.034631932247971425	33.0	1.1428537641830572																				
57	57																																																								137_вертикальные_отношения-горизонтальные_отношения	0.28156242011272137	0.014398043746573353	75	1.0798532809930013	295_прощение-мстительность	-0.2395508707560801	0.04579011393445972	70.0	3.2053079754121803						141_микробиология-неопределенная_тема	-0.3664997208225409	0.035921074039943414	33.0	1.1853954433181326																				
58	58																																																								210_спешка-неторопливость	0.2813034197107629	0.014492061204236047	75	1.0869045903177037	49_развитие-откат	0.239259075317882	0.04606287246340077	70.0	3.2244010724380536						75_действующее_лицо-зритель	0.3657636620126041	0.036323476821364414	33.0	1.1986747351050255																				
59	59																																																								88_лишение-наделение	-0.2807152086114039	0.014707553578665225	75	1.1030665183998918	275_жизненный_процесс-кончина	-0.23921651954700546	0.04610276342057816	70.0	3.2271934394404718						180_потребление-вывод	-0.3656506989136084	0.036385555560340274	33.0	1.200723333491229																				
60	60																																																								289_недовольство-радость	-0.2806173294536154	0.0147436788900165	75	1.1057759167512375	19_быстрое_явление-длительное_явление	0.2391189026980978	0.0461943750293794	70.0	3.2336062520565583						215_творчество-власть	-0.3653827658868885	0.03653314147895804	33.0	1.2055936688056152																				
61	61																																																								274_единство-разрозренность	-0.28057546604153144	0.014759153233886053	75	1.1069364925414542	28_неисправность-отлаженность	-0.23743831108470664	0.047795221024045306	70.0	3.3456654716831715						231_злость-радость	-0.3649218866367955	0.036788142000567216	33.0	1.2140086860187178																				
62	62																																																								206_расслабление-напряжение	-0.28032651039400713	0.014851466736353468	75	1.1138600052265102	182_светское_общество-религия	0.2368437367220609	0.04837238580648343	70.0	3.3860670064538403						123_отдых-работа	0.36417250680378577	0.03720584173543047	33.0	1.2277927772692054																				
63	63																																																								175_нематериальное-материальное	0.2782529856488531	0.01563988000038586	75	1.1729910000289394	41_развлечение-когнитивная-способность	-0.23644560138646306	0.04876205348410746	70.0	3.4133437438875225						264_безопасность-опасность	0.3636376773003841	0.03750629231687772	33.0	1.2377076464569643																				
64	64																																																								103_познание-непостижимость	0.2779263666547656	0.015767300394690282	75	1.182547529601771	14_изобилие-недостаток	0.23632074656932026	0.04888478221741721	70.0	3.4219347552192048						68_власть-народ	-0.36242942068971773	0.03819227959909601	33.0	1.2603452267701685																				
65	65																																																								33_абстрактная_работа-конкретная_работа	0.2764544643868697	0.016352671998271603	75	1.2264503998703702											249_порыв-покой	0.3619776193641517	0.0384513791770322	33.0	1.2688955128420627																				
66	66																																																								52_близость-расстояние	0.2751412656858117	0.01689061374267982	75	1.2667960307009865											270_древность-современность	-0.36134940838832064	0.03881400413644602	33.0	1.2808621365027186																				
67	67																																																								220_власть-наука	0.2749801171361469	0.016957663124135342	75	1.2718247343101503											271_бюрократия-творчество	-0.36123898136162863	0.03887803081198448	33.0	1.2829750167954876																				
68	68																																																								121_несовременность-актуальность	-0.2745357097241417	0.01714375490407653	75	1.2857816178057395											175_нематериальное-материальное	0.3601868848057521	0.039492332940164736	33.0	1.3032469870254362																				
69	69																																																								181_дополнение-устранение	0.2742368402259287	0.017269888211785222	75	1.2952416158838918											76_мир-война	0.3598970333472079	0.03966294117525575	33.0	1.3088770587834395																				
70	70																																																								108_творчество-власть	0.2734887301381052	0.017589116280562925	75	1.3191837210422197											289_недовольство-радость	-0.3594392932167702	0.03993357984715922	33.0	1.3178081349562543																				
71	71																																																								235_процесс-итог	-0.2731744589389688	0.017724722964827484	75	1.3293542223620614											87_народ-власть	-0.3579536057950192	0.040822266766470286	33.0	1.3471348032935198																				
72	72																																																								297_юмор-суровость	0.2728333510163261	0.01787292397593949	75	1.3404692981954618											115_наследство-собственность	-0.35750024136349073	0.041096602945836974	33.0	1.3561878972126202																				
73	73																																																								29_негативные_чувства-духовные_чувства	0.2715994341947108	0.018417934982379317	75	1.381345123678449											261_болезнь-здоровье	0.3571102761390021	0.04133376124273957	33.0	1.3640141210104058																				
74	74																																																								256_фильм-жизнь	0.2712829980420978	0.018559975531949068	75	1.3919981648961803											79_многообразие-единство	-0.356610977773354	0.04163901753960805	33.0	1.3740875788070657																				
75	75																																																								114_церковь-мирская_жизнь	0.2706127585669754	0.01886393195521617	75	1.414794896641213											280_радость-недовольство	0.35418976889867604	0.04314509584796186	33.0	1.4237881629827414																				
76	76																																																								64_человеческое_взаимодействие-механическое_взаимодействие	0.2705872457435162	0.018875585857998464	75	1.415668939349885											116_смерть-жизнь	0.35405221614297866	0.04323195463287359	33.0	1.4266545028848283																				
77	77																																																								14_изобилие-недостаток	-0.27022481016280125	0.019041808491185485	75	1.428135636838911											17_полемика-консенсус	0.3531082502395736	0.04383182462351879	33.0	1.4464502125761203																				
78	78																																																								267_неволя-свобода	-0.2699728245794749	0.019158112950229383	75	1.4368584712672037											89_апатия-взбудораженность	-0.3528394585682432	0.044003852160547724	33.0	1.4521271212980749																				
79	79																																																								126_путешествие-конец_движения	-0.2695037949339068	0.019376214210565748	75	1.4532160657924311											195_болезнь-работа	0.352611078404563	0.04415044147652013	33.0	1.4569645687251644																				
80	80																																																								294_испытание-безмятежность	-0.2681419509434579	0.020021557039244454	75	1.501616777943334											197_проблема-решение_проблем	-0.3518928886251329	0.04461397714471105	33.0	1.4722612457754645																				
81	81																																																								193_порядок-беспорядок	0.2666805020330705	0.020734447539507376	75	1.5550835654630533											298_очевидный-скрытый	0.3513103833686009	0.04499279770116415	33.0	1.484762324138417																				
82	82																																																								164_устранение-дополнение	-0.2666688869627136	0.020740199008373192	75	1.5555149256279892											273_жар-холод	-0.35094231373261103	0.04523349036119567	33.0	1.4927051819194572																				
83	83																																																								111_нежелание-желание	-0.2655701563662994	0.0212904539973506	75	1.5967840498012948											144_физический_труд-искусство	0.3507344957326252	0.04536984425219956	33.0	1.4972048603225854																				
84	84																																																								253_соблюдение_закона-правонарушение	-0.2651882912431567	0.02148458895516631	75	1.6113441716374732											212_наука-быт	0.3502396730287345	0.0456958336314534	33.0	1.5079625098379623																				
85	85																																																								172_наука-быт	0.265093133641897	0.021533199998487552	75	1.6149899998865664											120_усталость-покой	-0.34971985425029023	0.046040307687954266	33.0	1.5193301537024906																				
86	86																																																								125_разработка-разрушение	0.2639946635216088	0.02210117353018789	75	1.6575880147640918											142_равенство-иерархия	0.3492078534151548	0.04638162964629705	33.0	1.5305937783278027																				
87	87																																																								96_наука-быт	-0.26286037257968925	0.022701009797433246	75	1.7025757348074937											205_отдых-рабочий_процесс	-0.3482551796540497	0.04702210963637208	33.0	1.5517296180002786																				
88	88																																																								155_поражение-победа	-0.2624630718729141	0.022914360555680063	75	1.718577041676005											256_фильм-жизнь	0.3469340206708427	0.047922002436982886	33.0	1.5814260804204352																				
89	89																																																								157_отсутствие_чувств-чувства	-0.2578216141695845	0.02553582345058234	75	1.9151867587936755											78_популярность-безвестность	-0.34613456121123826	0.04847319050111735	33.0	1.5996152865368725																				
90	90																																																								134_физическое-абстрактное	0.25544689051730546	0.026972514463112177	75	2.022938584733413											198_обучение-достижение	-0.3457085379469293	0.048768972517095874	33.0	1.6093760930641638																				
91	91																																																								296_равенство-иерархия	-0.254423406957748	0.027612464127791583	75	2.0709348095843683											52_близость-расстояние	-0.34422915027326645	0.049807290120381036	33.0	1.6436405739725743																				
92	92																																																								291_работа-санкция	-0.2511458417671026	0.029748747585689864	75	2.23115606892674																																			
93	93																																																								123_отдых-работа	0.25056366718769496	0.03014239509123919	75	2.260679631842939																																			
94	94																																																								44_упорядоченность-однородная_масса	-0.2496842366288751	0.030745343863834467	75	2.3059007897875854																																			
95	95																																																								113_скрытность-прозрачность	0.24877127347370684	0.03138197906831952	75	2.3536484301239637																																			
96	96																																																								31_интеллект-культура	-0.24782667209480744	0.03205229646169181	75	2.4039222346268856																																			
97	97																																																								272_образование-невежество	0.2471066940301783	0.03257124870048976	75	2.442843652536732																																			
98	98																																																								192_производство-наука	0.2430240303962853	0.035649037727741605	75	2.6736778295806203																																			
99	99																																																								233_неопределенная_тема-часть_целого	-0.2410654155203493	0.03720966593500952	75	2.7907249451257137																																			
100	100																																																								26_ненависть-дружба	0.2398404420382319	0.03821437288079957	75	2.8660779660599687																																			
101	101																																																								48_отдаление-приближение	0.23951591479174195	0.038484298102932975	75	2.8863223577199735																																			
102	102																																																								130_размеренная_жизнь-напряжённая_жизнь	-0.2393413894137841	0.0386301143530034	75	2.897258576475255																																			
103	103																																																								283_героизм-малодушие	-0.2393120859624417	0.03865464245584424	75	2.8990981841883183																																			
104	104																																																								25_скрытность-прозрачность	0.2392881841231039	0.03867465879899773	75	2.9005994099248302																																			
105	105																																																								15_древняя_работа-современная_работа	-0.23826389654826516	0.03954057707882348	75	2.9655432809117617																																			
106	106																																																								188_страх-надёжность	-0.2382621293850686	0.039542084823888185	75	2.9656563617916145																																			
107	107																																																								93_учёба-отдых	-0.2375461380599768	0.040156913563008836	75	3.0117685172256627																																			
108	108																																																								234_холодное_отношение-тёплое_отношение	0.2365814348775003	0.04099785035371446	75	3.0748387765285847																																			
109	109																																																								139_свобода-неволя	0.23635092662741866	0.041200933739533104	75	3.090070030464983																																			
110	110																																																								203_концепция-хаотичность	-0.23529441516660105	0.042142452550058544	75	3.160683941254391																																			
111	111																																																								62_жизнь-смерть	0.2341647027780295	0.0431688562178576	75	3.23766421633932																																			
112	112																																																								239_радость-недовольство	0.232168356676042	0.045033196331602174	75	3.377489724870163																																			
113	113																																																								57_улица-дом	0.2303532399261923	0.04678551917169543	75	3.508913937877157																																			
114	114																																																								36_спокойствие-деятельность	-0.2290979214508965	0.048029976354571284	75	3.6022482265928457																																			
115	115																																																								151_забытье-сознание	-0.2284349082847219	0.04869816640684907	75	3.65236248051368																																			
116	116																																																								160_победа-поражение	0.2281755263756689	0.04896164492777148	75	3.6721233695828612																																			
117	117																																																								92_жизнь-смерть	0.22728788167974634	0.04987218881648873	75	3.740414161236655																																			
