	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
76																																																								64	0.2705872457435162	0.018875585857998464	75	1.415668939349885											116	0.35405221614297866	0.04323195463287359	33.0	1.4266545028848285																				
77																																																								14	-0.27022481016280125	0.019041808491185485	75	1.4281356368389113											17	0.3531082502395736	0.04383182462351879	33.0	1.44645021257612																				
78																																																								267	-0.2699728245794749	0.01915811295022938	75	1.4368584712672035											89	-0.35283945856824317	0.044003852160547724	33.0	1.4521271212980749																				
79																																																								126	-0.2695037949339068	0.019376214210565748	75	1.4532160657924311											195	0.352611078404563	0.044150441476520134	33.0	1.4569645687251644																				
80																																																								294	-0.2681419509434579	0.020021557039244454	75	1.501616777943334											197	-0.3518928886251329	0.04461397714471105	33.0	1.4722612457754645																				
81																																																								193	0.2666805020330705	0.020734447539507376	75	1.5550835654630533											298	0.3513103833686009	0.04499279770116415	33.0	1.484762324138417																				
82																																																								164	-0.2666688869627136	0.02074019900837319	75	1.5555149256279892											273	-0.350942313732611	0.04523349036119567	33.0	1.4927051819194572																				
83																																																								111	-0.2655701563662994	0.021290453997350602	75	1.596784049801295											144	0.3507344957326252	0.04536984425219956	33.0	1.4972048603225854																				
84																																																								253	-0.2651882912431567	0.02148458895516631	75	1.6113441716374732											212	0.3502396730287345	0.0456958336314534	33.0	1.5079625098379623																				
85																																																								172	0.265093133641897	0.021533199998487552	75	1.6149899998865664											120	-0.34971985425029023	0.04604030768795426	33.0	1.5193301537024906																				
86																																																								125	0.2639946635216088	0.022101173530187892	75	1.6575880147640918											142	0.34920785341515476	0.04638162964629705	33.0	1.5305937783278027																				
87																																																								96	-0.26286037257968925	0.022701009797433246	75	1.7025757348074935											205	-0.3482551796540497	0.04702210963637208	33.0	1.5517296180002786																				
88																																																								155	-0.2624630718729141	0.022914360555680063	75	1.7185770416760047											256	0.3469340206708427	0.047922002436982886	33.0	1.5814260804204352																				
89																																																								157	-0.2578216141695845	0.02553582345058234	75	1.9151867587936755											78	-0.34613456121123826	0.04847319050111735	33.0	1.5996152865368725																				
90																																																								134	0.25544689051730546	0.026972514463112177	75	2.022938584733413											198	-0.34570853794692935	0.048768972517095874	33.0	1.6093760930641638																				
91																																																								296	-0.254423406957748	0.02761246412779158	75	2.0709348095843683											52	-0.34422915027326645	0.04980729012038104	33.0	1.6436405739725743																				
92																																																								291	-0.2511458417671026	0.02974874758568986	75	2.2311560689267393																																			
93																																																								123	0.25056366718769496	0.03014239509123919	75	2.260679631842939																																			
94																																																								44	-0.24968423662887512	0.03074534386383447	75	2.3059007897875854																																			
95																																																								113	0.24877127347370684	0.03138197906831952	75	2.353648430123964																																			
96																																																								31	-0.24782667209480744	0.03205229646169181	75	2.4039222346268856																																			
97																																																								272	0.24710669403017832	0.03257124870048976	75	2.442843652536732																																			
98																																																								192	0.24302403039628526	0.035649037727741605	75	2.6736778295806203																																			
99																																																								233	-0.24106541552034932	0.03720966593500952	75	2.7907249451257137																																			
100																																																								26	0.2398404420382319	0.03821437288079957	75	2.866077966059968																																			
101																																																								48	0.23951591479174195	0.038484298102932975	75	2.886322357719973																																			
102																																																								130	-0.23934138941378413	0.0386301143530034	75	2.897258576475255																																			
103																																																								283	-0.2393120859624417	0.03865464245584424	75	2.899098184188318																																			
104																																																								25	0.23928818412310388	0.03867465879899773	75	2.90059940992483																																			
105																																																								15	-0.23826389654826513	0.039540577078823476	75	2.965543280911761																																			
106																																																								188	-0.2382621293850686	0.03954208482388819	75	2.9656563617916145																																			
107																																																								93	-0.23754613805997676	0.040156913563008836	75	3.0117685172256627																																			
108																																																								234	0.23658143487750027	0.04099785035371446	75	3.0748387765285847																																			
109																																																								139	0.23635092662741866	0.041200933739533104	75	3.090070030464983																																			
110																																																								203	-0.23529441516660102	0.042142452550058544	75	3.160683941254391																																			
111																																																								62	0.2341647027780295	0.0431688562178576	75	3.23766421633932																																			
112																																																								239	0.23216835667604196	0.045033196331602174	75	3.377489724870163																																			
113																																																								57	0.2303532399261923	0.04678551917169543	75	3.5089139378771574																																			
114																																																								36	-0.22909792145089652	0.048029976354571284	75	3.602248226592846																																			
115																																																								151	-0.2284349082847219	0.04869816640684907	75	3.65236248051368																																			
116																																																								160	0.2281755263756689	0.048961644927771476	75	3.672123369582861																																			
117																																																								92	0.22728788167974634	0.04987218881648873	75	3.7404141612366546																																			
