	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
70											25	-0.20380190598292514	0.02003341761897577	130	2.6043442904668503																49	-0.23811682554339636	0.04398864544926133	72.0	3.167182472346816																					171	-0.20351409992658656	0.04122617284204423	101.0	4.163843457046467															
71											244	0.2036929513269494	0.020101318375995013	130	2.6131713888793517																63	0.23810385596955935	0.04400050347556473	72.0	3.1680362502406605																					288	0.2033709675914847	0.041372073960274924	101.0	4.178579469987767															
72											50	-0.20348789681342233	0.020229647139008263	130	2.629854128071074																32	0.23646211947000445	0.04552299893945637	72.0	3.2776559236408587																					49	-0.20307298601804208	0.04167720146561533	101.0	4.2093973480271485															
73											42	-0.20291754093945205	0.020590312913481984	130	2.6767406787526578																16	-0.23630326636390792	0.04567259116076033	72.0	3.2884265635747436																					120	-0.20297949074862526	0.041773324645992885	101.0	4.2191057892452815															
74											77	0.20270504272489506	0.020726096282258518	130	2.694392516693607																24	-0.23426988622407596	0.047623472811877426	72.0	3.4288900424551745																					146	-0.20191110647581686	0.04288491954674439	101.0	4.331376874221184															
75											223	-0.2026165673113404	0.02078285787378173	130	2.7017715235916246																139	-0.2331462251545619	0.048730617803012015	72.0	3.508604481816865																					208	-0.2015084898232913	0.043310158514936206	101.0	4.374326010008557															
76											242	0.2023988437146855	0.020923109435994396	130	2.720004226679271																251	-0.23312058354606935	0.04875612715185824	72.0	3.510441154933793																					173	0.20069284328731585	0.04418239202016546	101.0	4.462421594036711															
77											184	0.2021695937145077	0.021071666230015117	130	2.7393166099019655																																									102	0.19985433251488355	0.04509424611705909	101.0	4.554518857822968															
78											179	-0.2020789273440849	0.02113066925989368	130	2.7469870037861783																																									283	-0.19920474872437585	0.04581134143567259	101.0	4.626945485002931															
79											107	0.2017244685148725	0.021362707753789914	130	2.777152007992689																																									270	-0.19887155035648607	0.04618282431733037	101.0	4.664465256050367															
80											299	0.201713198903061	0.021370120977067666	130	2.7781157270187964																																									90	0.1971906440333076	0.048095150123227605	101.0	4.857610162445988															
81											9	0.2016027452715494	0.021442895343618325	130	2.787576394670382																																																												
82											162	0.20149715451687336	0.02151266498734979	130	2.7966464483554727																																																												
83											139	-0.20101693598870943	0.021832441321264075	130	2.8382173717643298																																																												
84											164	0.20084007598295614	0.021951237546918054	130	2.853660881099347																																																												
85											35	-0.20067795237428873	0.022060623183974528	130	2.867881013916689																																																												
86											56	-0.19965678536171486	0.02276043732801758	130	2.9588568526422856																																																												
87											59	0.1996112728866636	0.022792066148536825	130	2.962968599309787																																																												
88											294	0.19890377414445753	0.023288615556898103	130	3.0275200223967533																																																												
89											8	0.1988143154060565	0.023352057186457685	130	3.035767434239499																																																												
90											53	0.19843873320137675	0.023620029921605556	130	3.0706038898087225																																																												
91											261	-0.19770653691113946	0.024150028857531515	130	3.139503751479097																																																												
92											86	0.19750342344155514	0.024298845145584873	130	3.1588498689260334																																																												
93											215	-0.19738572848425567	0.024385436294071756	130	3.1701067182293285																																																												
94											167	-0.19737792249092878	0.024391188693705386	130	3.1708545301817																																																												
95											169	0.1964970236146663	0.02504785119307412	130	3.2562206550996353																																																												
96											282	-0.19618917992404106	0.025280871005746358	130	3.2865132307470266																																																												
97											174	0.19612703028759562	0.025328138937223542	130	3.2926580618390604																																																												
98											115	0.1961259485381496	0.02532896233096609	130	3.2927651030255918																																																												
99											64	-0.19579054822342537	0.02558536489815595	130	3.3260974367602736																																																												
100											47	0.1955545861830544	0.025767076940004283	130	3.3497200022005567																																																												
101											99	0.19533603505595634	0.025936363765921233	130	3.37172728956976																																																												
102											84	-0.19488464522078294	0.026289014401193314	130	3.417571872155131																																																												
103											260	0.19485059525850995	0.026315781409724733	130	3.4210515832642154																																																												
104											39	0.19483293198945378	0.02632967584372871	130	3.4228578596847323																																																												
105											88	0.1938216263919619	0.027135713452573915	130	3.5276427488346087																																																												
106											205	0.1934129204627162	0.027467383985594326	130	3.5707599181272625																																																												
107											253	0.19241693769333026	0.028290140228880472	130	3.6777182297544613																																																												
108											111	0.19240754977918217	0.02829799409616828	130	3.6787392325018766																																																												
109											190	-0.19239792132509265	0.02830605112598685	130	3.679786646378291																																																												
110											87	-0.19238651199312465	0.028315600911687142	130	3.6810281185193285																																																												
111											177	-0.1921014122576322	0.02855512603820638	130	3.7121663849668294																																																												
112											250	-0.19191928025399022	0.02870904436585366	130	3.732175767560976																																																												
113											97	-0.19175998990439416	0.028844237582353945	130	3.7497508857060127																																																												
114											213	-0.19165267942967182	0.028935619379987888	130	3.7616305193984254																																																												
115											193	-0.19164120659266723	0.028945403798228176	130	3.762902493769663																																																												
116											281	0.1915412148127012	0.029030799347020176	130	3.774003915112623																																																												
117											154	0.1914077463765729	0.02914511865870596	130	3.7888654256317746																																																												
118											168	-0.1900533698679732	0.03032699105561182	130	3.9425088372295365																																																												
119											163	0.18995232083156827	0.03041677799210146	130	3.9541811389731896																																																												
120											206	0.18986842063096168	0.030491498733493768	130	3.9638948353541896																																																												
121											188	0.18957133345372595	0.030757335698291643	130	3.998453640777914																																																												
122											165	-0.18935989893914756	0.03094772529400324	130	4.0232042882204215																																																												
123											289	0.18859386882749002	0.03164590338941475	130	4.113967440623918																																																												
124											19	0.18856117986645574	0.031675991463701876	130	4.1178788902812435																																																												
125											37	-0.18809240051594914	0.032110146102111915	130	4.174318993274549																																																												
126											149	-0.18685805327692293	0.03327749451374205	130	4.326074286786466																																																												
127											280	0.1861545066497232	0.03395876763212216	130	4.414639792175881																																																												
128											251	-0.1858881832166311	0.03421971603750375	130	4.448563084875487																																																												
129											134	-0.18569765636757773	0.03440743499619254	130	4.47296654950503																																																												
130											26	-0.18568476295690964	0.03442016973954375	130	4.474622066140688																																																												
131											142	0.185460519002149	0.034642291411414346	130	4.503497883483865																																																												
132											44	0.18523088838096438	0.03487100139621606	130	4.533230181508087																																																												
133											172	-0.18510873794371957	0.034993180380037736	130	4.5491134494049055																																																												
134											106	0.1846550798697066	0.035450110685471346	130	4.608514389111275																																																												
135											29	-0.1842103538542782	0.035902917487658295	130	4.667379273395579																																																												
136											118	0.18394861816505279	0.03617168019432889	130	4.702318425262756																																																												
137											104	0.1837728406056235	0.03635312668457206	130	4.725906468994368																																																												
138											81	-0.183384888296604	0.03675630493269794	130	4.778319641250732																																																												
139											54	0.1827316593205998	0.03744367431711831	130	4.86767766122538																																																												
140											148	0.18272359291668158	0.037452229416641954	130	4.868789824163454																																																												
141											225	0.1824570986129464	0.03773579472627787	130	4.9056533144161225																																																												
142											119	-0.1824284867876691	0.037766346375711246	130	4.909625028842462																																																												
143											94	-0.18239330466931047	0.037803942273693714	130	4.914512495580182																																																												
144											96	0.18227872448753019	0.03792660174129494	130	4.9304582263683425																																																												
145											17	0.18225978811817503	0.03794690552821909	130	4.933097718668481																																																												
146											220	-0.18173825032890853	0.038509705341491465	130	5.00626169439389																																																												
147											159	0.18135453244321195	0.03892824371709485	130	5.06067168322233																																																												
148											257	-0.18105835359812938	0.0392539046187054	130	5.1030076004317015																																																												
149											229	0.1804988905284499	0.03987529623457808	130	5.18378851049515																																																												
150											270	-0.1800197391285531	0.04041402318537067	130	5.253823014098187																																																												
151											10	0.1797957104145442	0.040667991251437316	130	5.286838862686851																																																												
152											112	0.17965933925089028	0.04082324071971918	130	5.307021293563493																																																												
153											199	0.17957415065544868	0.0409204738918979	130	5.319661605946727																																																												
154											113	-0.1791527748902339	0.0414042833214104	130	5.382556831783352																																																												
155											36	0.17913164869074427	0.04142866519795395	130	5.385726475734013																																																												
156											176	0.1788996509948195	0.04169720652793419	130	5.420636848631445																																																												
157											98	-0.17865401914564039	0.04198311520426465	130	5.457804976554404																																																												
158											5	0.17798697128817545	0.042767822813745526	130	5.5598169657869185																																																												
159											183	0.17780902950616997	0.042979209922054395	130	5.587297289867071																																																												
160											52	0.1773397028875657	0.04354093965869602	130	5.660322155630483																																																												
161											245	0.17654814736407526	0.04450221989310463	130	5.785288586103602																																																												
162											38	0.17554127346621642	0.04575049457011587	130	5.947564294115063																																																												
163											75	0.17508395710888827	0.046327006344558885	130	6.022510824792655																																																												
164											226	-0.17486794752935214	0.046601411365262004	130	6.058183477484061																																																												
165											83	-0.1747914671731516	0.046698890692964456	130	6.070855790085379																																																												
166											288	0.1740148179570467	0.04769842036497254	130	6.20079464744643																																																												
167											287	-0.17352067697516674	0.04834357116138119	130	6.284664250979555																																																												
168											144	-0.1731173738771111	0.04887547726270184	130	6.35381204415124																																																												
169											105	0.1725004987795327	0.04969844329488913	130	6.460797628335587																																																												
